Time,force_x,force_y,force_z
0.089,0.0,0.0,-0.1899999999307802
0.09,0.0,0.0,-0.18999999994435335
0.091,0.0,0.0,-0.1899999999558215
0.092,0.0,0.0,-0.18999999996452388
0.093,0.0,0.0,-0.18999999997148187
0.094,0.0,0.0,-0.18999999997738826
0.095,0.0,0.0,-0.1899999999819144
0.096,0.0,0.0,-0.18999999998539252
0.097,0.0,0.0,-0.18999999998851713
0.098,0.0,0.0,-0.18999999999061323
0.099,0.0,0.0,-0.18999999999269335
0.1,0.0,0.0,-0.189999999994086
0.101,0.0,0.0,-0.18999999999513228
0.102,0.0,0.0,-0.18999999999617145
0.103,0.0,0.0,-0.18999999999687134
0.104,0.0,0.0,-0.18999999999756234
0.105,0.0,0.0,-0.18999999999826045
0.106,0.0,0.0,-0.18999999999860862
0.107,0.0,0.0,-0.1899999999986104
0.108,0.0,0.0,-0.189999999998955
0.109,0.0,0.0,-0.18999999999930317
0.11,0.0,0.0,-0.18999999999930495
0.111,0.0,0.0,-0.18999999999964956
0.112,0.0,0.0,-0.18999999999965134
0.113,0.0,0.0,-0.1899999999996531
0.114,0.0,0.0,-0.1899999999996531
0.115,0.0,0.0,-0.1899999999996531
0.116,0.0,0.0,-0.18999999999999595
0.117,0.0,0.0,-0.1899999999999995
0.118,125.82029709403679,-62.669856396067196,1891.1032757426335
0.119,56.92667814322121,-8.58596502396131,2591.190092259771
0.12,56.170029013100674,-100.01327774740605,1234.2412809857249
0.121,34.42586764523619,47.16867065637675,941.2787789296929
0.122,19.958504743940072,-10.798557793670861,553.6522723239573
0.123,6.855884375530813,-6.660605362651925,384.1164377270735
0.124,2.7736756100410083,-3.1408318769976793,299.87716890028327
0.125,-1.883707565898601,-0.08062299384983218,220.46179169121112
0.126,-5.925141663781967,2.6187937794336134,149.1571466992152
0.127,-9.252287609515845,4.930425487550181,87.27405165166638
0.128,-11.880953543570474,6.840903417615308,35.41360129210603
0.129,-0.1581306236145416,0.0889541543408313,-0.5729171584860175
0.13,-0.010750390134718554,0.004488650609390401,-0.8533941911299472
0.131,-0.007162513416764336,0.002763581026136707,-0.724806003736683
0.132,-0.005708749531553021,0.002199298489551883,-0.6176306732147303
0.133,-0.0045639617177248475,0.0017582335374344866,-0.5318901893308485
0.134,-0.0036489057139215686,0.0014057188332399085,-0.46334024556769826
0.135,-0.002917311917973645,0.0011238797411758138,-0.4085347516389639
0.136,-0.002332397167382328,0.0008985462301009834,-0.36471791454031965
0.137,-0.0018647544857485895,0.0007183901485044863,-0.3296864775019728
0.138,-0.001490872247637104,0.0005743541959653695,-0.3016789428942115
0.139,-0.0011919524312042223,0.00045919676518380503,-0.27928699836165727
0.14,-0.0009529654105946558,0.00036712799840448433,-0.26138470217197707
0.141,-0.0007618950692309079,0.0002935188077542235,-0.24707186710467965
0.142,-0.0006091343087989802,0.00023466815569033925,-0.23562879602995146
0.143,-0.00048700207002465106,0.00018761700878748794,-0.22648009313324202
0.144,-0.0003893573925696385,0.00014999960923771634,-0.21916573109236914
0.145,-0.0003112906544959667,0.00011992450404236979,-0.21331791936703226
0.146,-0.0002488763093139768,9.58794763402558e-05,-0.2086426104630945
0.147,-0.00019897614069845358,7.66554965057558e-05,-0.20490471424217738
0.148,-0.00015908104682731488,6.128594729622387e-05,-0.20191627680510926
0.149,-0.00012718498522293288,4.8998015581993826e-05,-0.19952702954157964
0.15,-0.00010168414996249533,3.91738260172512e-05,-0.19761683312452938
0.151,-8.129620725373193e-05,3.1319404881287876e-05,-0.196089636501517
0.152,-6.499619232607848e-05,2.5039804156221954e-05,-0.19486864712832208
0.153,-5.196428188362983e-05,2.0019279281911504e-05,-0.19389246958424167
0.154,-4.1545391908890285e-05,1.600537595706364e-05,-0.1931120184039017
0.155,-3.3215409642786e-05,1.2796264909097702e-05,-0.19248804989640256
0.156,-2.655567729715491e-05,1.0230591621225221e-05,-0.19198918884254113
0.157,-2.123116919496242e-05,8.179338316164328e-06,-0.19159035084332388
0.158,-1.697425062404336e-05,6.539362812368369e-06,-0.19127148099299873
0.159,-1.3570958263638172e-05,5.2282091987205175e-06,-0.19101654545156066
0.16,-1.0849946964731413e-05,4.17993857639243e-06,-0.19081272520817016
0.161,-8.674455430322168e-06,3.3418561270785106e-06,-0.19064977150113904
0.162,-6.935183248229644e-06,2.671808742069841e-06,-0.19051949047423378
0.163,-5.544673565547461e-06,2.1361047337700697e-06,-0.19041533116209486
0.164,-4.432943141969741e-06,1.7078086407976503e-06,-0.1903320560873567
0.165,24.38357741067015,-49.917090350344395,230.18858054205077
0.166,13.143172012832016,3.0272294050556146,157.59674330617443
0.167,11.636079790230612,-3.404653098465886,153.7302045818476
0.168,10.280523664466207,-4.473892790642775,150.88199081761223
0.169,8.944305390220029,-4.217685333257951,144.80804269730484
0.17,7.743790768677918,-3.8771432371500976,136.38344587251785
0.171,6.696021259698842,-3.5879044953248167,126.36554200049787
0.172,5.80221795720115,-3.359579549174218,115.42821177658003
0.173,5.057873793226245,-3.1881214030282514,104.15505266245471
0.174,4.455224344167637,-3.0675486349192504,93.03393788318309
0.175,3.9845381998055696,-2.9914318572539242,82.4563316910535
0.176,3.634891707059712,-2.9533072663462594,72.72046279818024
0.177,3.394641264870371,-2.946919856019539,64.0374523763131
0.178,3.251725530990736,-2.9663933809472725,56.53958711509294
0.179,3.1938830533991345,-3.0063454939581056,50.290014848817776
0.18,3.208836292755539,-3.061957681222539,45.29322965666983
0.181,3.284468091950577,-3.129007980978235,41.50580528846444
0.182,3.4089998404192254,-3.203873799829795,38.846928520433956
0.183,3.571170143921051,-3.283511642051769,37.20837508650671
0.184,3.760407278660433,-3.3654200350710277,36.46365801056745
0.185,3.9669866268620826,-3.4475912901557204,36.47615921990652
0.186,4.182164547682445,-3.5284569538030834,37.10612859818929
0.187,4.398281806630468,-3.6068309533874547,38.21649878437198
0.188,4.6088320239528935,-3.681853555745609,39.67751827456758
0.189,4.808493176564848,-3.7529383763615725,41.3702494665427
0.19,4.99312257298246,-3.819723926003003,43.18901233610967
0.191,5.159717791764816,-3.882030484646911,45.0428790107959
0.192,5.306347663118422,-3.939822593337195,46.85634043517997
0.193,5.432058478075741,-3.9931770299848206,48.569274642800124
0.194,5.536761258923027,-4.042255898432433,50.13634795048743
0.195,5.621106114197537,-4.087284280605452,51.52597694617829
0.196,5.686349594059448,-4.128531851251879,52.7189715032119
0.197,5.734220504388119,-4.1662978495929,53.70696840488682
0.198,5.766789052957423,-4.200898845561183,54.49075242898468
0.199,5.786343402985484,-4.232658803311666,55.07854784456083
0.2,5.795276920171703,-4.261901035344807,55.48434891462104
0.201,5.7959885050142645,-4.288941705996267,55.72634383117021
0.202,5.790797625176836,-4.31408462972708,55.82547299250443
0.203,5.781874850325737,-4.337617148849311,55.80415002273928
0.204,5.771188039997471,-4.3598069577771765,55.685162742711256
0.205,5.760463728577735,-4.380899734064755,55.490761534402395
0.206,5.751162774949746,-4.401117502343311,55.241934292614346
0.207,5.744468981468806,-4.42065764092134,54.95786049720502
0.208,5.741289099425949,-4.4396924810403275,54.65553172088133
0.209,5.742262495911721,-4.458369420217162,54.34952212890728
0.21,5.747778661130567,-4.476811503630745,54.051890025083395
0.211,5.758000748480699,-4.4951184097036085,53.772190149737185
0.212,5.7728933998995275,-4.513367778266373,53.5175760941812
0.213,5.792253230838722,-4.531616822269335,53.292972622605575
0.214,5.815740512778062,-4.549904164275344,53.1012988355422
0.215,5.842910766209739,-4.568251827584165,52.94372469781225
0.216,5.873245194588067,-4.5866673420294495,52.819945411914986
0.217,5.906179087145925,-4.605145886657118,52.72846029898201
0.218,5.941127521926483,-4.6236724302853744,52.66684509525954
0.219,5.977507917384701,-4.642223820533071,52.63200883927804
0.22,6.014759129003824,-4.660770774648232,52.620428705358435
0.221,6.0523569885697395,-4.6792797412359,52.628358138356354
0.222,6.089826287274307,-4.697714599786424,52.652005492381726
0.223,6.126749351760982,-4.71603817799214,52.687681958249186
0.224,6.162771442024611,-4.734213570237349,52.73191891046673
0.225,6.1976032678204485,-4.752205249785648,52.78155591358173
0.226,6.231020986850407,-4.769979972897897,52.833801476900746
0.227,6.2628640596193135,-4.787507477544722,52.88626926101887
0.228,6.293031360939483,-4.80476098509294,52.936992861687706
0.229,6.32147593283359,-4.821717526956487,52.98442250353091
0.23,6.348198770566255,-4.838358095638133,53.02740704038657
0.231,6.373241973746175,-4.854667660933271,53.065164584932376
0.232,6.39668159369283,-4.870635057678414,53.097244892045424
0.233,6.418620450127734,-4.886252772031045,53.12348637093968
0.234,6.439181153649878,-4.901516652219497,53.143970264702006
0.235,6.45849952746659,-4.916425556976318,53.15897418988025
0.236,6.476718585486662,-4.93098096930857,53.168926840461765
0.237,6.4939831635655,-4.945186593315501,53.17436531432275
0.238,6.510435289390847,-4.959047941067114,53.17589613613123
0.239,6.526210318664857,-4.972571937692443,53.17416073800845
0.24,6.541433852625925,-4.98576654006161,53.16980585539307
0.241,6.556219406405333,-4.998640399674741,53.1634590307586
0.242,6.570666801014573,-5.011202543769911,53.155709195399595
0.243,6.584861211461572,-5.023462117119535,53.14709213482585
0.244,6.598872810011653,-5.035428149127802,53.138080474065546
0.245,6.612756919610354,-5.047109377539756,53.1290777461039
0.246,6.626554602704998,-5.058514105837526,53.12041602609816
0.247,6.640293597898153,-5.069650103969438,53.112356574786006
0.248,6.653989526120154,-5.080524543621066,53.10509292578032
0.249,6.667647288085353,-5.091143962172292,53.09875587893759
0.25,6.68126257903422,-5.101514260941713,53.09341986496661
0.251,6.694823462310507,-5.111640715550648,53.089110215255374
0.252,6.7083119395934645,-5.121528015251075,53.08581090951697
0.253,6.721705474095793,-5.1311803048554445,53.08347243639781
0.254,6.7349784237904355,-5.1406012449094485,53.08201946487792
0.255,6.748103358480973,-5.149794067848961,53.08135808202063
0.256,6.761052235683114,-5.158761645889091,53.08138241808932
0.257,6.773797421611691,-5.167506551084352,53.08198052427394
0.258,6.78631254923417,-5.1760311154204395,53.08303943336672
0.259,6.798573210786429,-5.184337486439808,53.08444935895685
0.26,6.810557493649617,-5.192427676475066,53.086107042524056
0.261,6.822246356982844,-5.200303606739932,53.08791827719957
0.262,6.833623873121461,-5.207967142579813,53.089799661871936
0.263,6.844677337470883,-5.215420123632891,53.09167966982633
0.264,6.855397267062392,-5.2226643877474555,53.09349910065047
0.265,6.865777305945391,-5.229701787153951,53.09521101983518
0.266,6.875814048681051,-5.236534201827305,53.096780277469634
0.267,6.8855068038937,-5.2431635433076496,53.098182691418224
0.268,6.89485731224217,-5.249591761651915,53.099403990162834
0.269,6.903869434193167,-5.255820843254649,53.10043859239892
0.27,6.912548819193125,-5.261852806834856,53.10128829441556
0.271,6.920902572490822,-5.267689703874863,53.10196092890355
0.272,6.928938924574023,-5.273333607128474,53.10246904876337
0.273,6.936666917014744,-5.27878660738628,53.1028286751049
0.274,6.944096111417723,-5.284050810890805,53.1030581407433
0.275,6.9512363185006425,-5.289128323447282,53.103177061944876
0.276,6.958097367936206,-5.294021256109933,53.10320543767529
0.277,6.9646889018871985,-5.2987317121496496,53.10316289716021
0.278,6.971020206843237,-5.303261787828775,53.103068089043944
0.279,6.977100078243223,-5.3076135638698245,53.10293821340748
0.28,6.982936718262618,-5.3117891084613404,53.10278868309051
0.281,6.988537665590107,-5.315790471924401,53.102632905512884
0.282,6.9939097508842565,-5.319619686040702,53.10248217178613
0.283,6.9990590787041,-5.323278763292569,53.10234563821226
0.284,7.003991035497949,-5.326769699325265,53.1022303810877
0.285,7.0087103084644875,-5.330094468310671,53.10214151758766
0.286,7.013220930579141,-5.3332550280517514,53.10208236778
0.287,7.017526326390567,-5.336253319053418,53.10205465114236
0.288,7.021629377291355,-5.339091261385953,53.10205870429775
0.289,7.025532484003216,-5.3417707628377835,53.10209370635384
0.29,7.029237639403605,-5.344293712588891,53.102157904007555
0.291,7.032746495387944,-5.346661985609078,53.10224883140958
0.292,7.036060435051205,-5.348877439458952,53.10236351238681
0.293,7.039180637826609,-5.350941919247372,53.10249864544205
0.294,7.042108139184799,-5.352857251617065,53.102650772743985
0.295,7.044843890976628,-5.354625250710838,53.102816416935184
0.296,7.047388805562541,-5.356247711720347,53.10299220029773
0.297,7.0497438039189495,-5.357726414937014,53.10317494042734
0.298,7.05190984760996,-5.359063123086931,53.10336171958054
0.299,7.053887972187045,-5.3602595816649545,53.10354993492014
0.3,7.055679305872865,-5.361317518172322,53.103737332059445
0.301,7.057285086785047,-5.362238639513572,53.10392201625382
0.302,7.058706672869585,-5.363024635230828,53.10410245610786
0.303,7.059945546072378,-5.3636771750417,53.10427746964267
0.304,7.061003313859716,-5.3641979074188635,53.10444620431527
0.305,7.061881701826921,-5.364588462840918,53.104608108298144
0.306,7.062582549552897,-5.364850447790573,53.10476289876153
0.307,7.063107798151221,-5.364985452285484,53.10491052447604
0.308,7.06345948039411,-5.364995043239149,53.105051129817404
0.309,7.063639703874575,-5.364880769197115,53.105185017269896
0.31,7.063650641421051,-5.364644159453646,53.105312611415215
0.311,7.063494511728276,-5.364286722712515,53.10543442556992
0.312,7.063173568017442,-5.363809948648906,53.10555103124
0.313,7.062690083490532,-5.363215310371179,53.1056630313178
0.314,7.0620463385655405,-5.362504262662864,53.10577103559572
0.315,7.061244607469636,-5.361678242333045,53.105875641063776
0.316,7.060287150582874,-5.360738670999215,53.1059774175236
0.317,7.059176202385806,-5.359686953980505,53.10607689416832
0.318,7.057913964200759,-5.358524480469414,53.106174548437146
0.319,7.056502599990776,-5.357252627171354,53.10627080363794
0.32,7.054944229205902,-5.355872754171362,53.106366023617554
0.321,7.05324092341216,-5.3543862088351215,53.10646051354449
0.322,7.05139470544402,-5.352794325495584,53.10655451691883
0.323,7.049407547352519,-5.351098424862636,53.10664822382163
0.324,7.047281369938675,-5.349299814756954,53.10674177132841
0.325,7.045018045746344,-5.347399791716483,53.10683524885579
0.326,7.0426193975628575,-5.345399638783272,53.10692870437903
0.327,7.040087202508983,-5.343300627822377,53.10702214953781
0.328,7.037423196067518,-5.341104017849063,53.1071155660347
0.329,7.034629070621972,-5.3388110566501625,53.107208910887046
0.33,7.031706484601075,-5.336422979607833,53.10730212304127
0.331,7.028657060481332,-5.333941010588873,53.10739512597502
0.332,7.025482392380568,-5.331366361130142,53.107487835913
0.333,7.022184045694462,-5.3287002311967555,53.107580163344934
0.334,7.018763562526709,-5.325943809066127,53.10767201777735
0.335,7.015222463447539,-5.323098269636967,53.10776331073605
0.336,7.011562251545113,-5.320164778866258,53.107853958446526
0.337,7.007784411992622,-5.3171444868848265,53.10794388272284
0.338,7.003890417430379,-5.314038534423149,53.108033012264826
0.339,6.9998817261164525,-5.310848050015566,53.108121287010526
0.34,6.995759787442964,-5.307574148835841,53.10820865433145
0.341,6.991526038533422,-5.304217935592043,53.108295071615466
0.342,6.987181908798048,-5.300780501755224,53.108380505574736
0.343,6.982728817350683,-5.297262928681173,53.10846493257494
0.344,6.978168175929753,-5.293666284817835,53.10854833646907
0.345,6.973501387464383,-5.289991626884904,53.10863071024807
0.346,6.968729847316186,-5.286239999784086,53.1087120531951
0.347,6.963854939627188,-5.282412437603066,53.108792371060225
0.348,6.958878042141098,-5.2785099645398645,53.10887167443926
0.349,6.9538005215151655,-5.274533590156494,53.10894997872221
0.35,6.9486237347090265,-5.2704843166147315,53.10902730367978
0.351,6.943349028051249,-5.266363132392517,53.10910366959877
0.352,6.937977736492187,-5.262171016675682,53.10917910087407
0.353,6.932511184137733,-5.257908937843028,53.1092536213261
0.354,6.926950681889926,-5.253577853971035,53.10932725725359
0.355,6.921297528422873,-5.249178711975505,53.109400032142894
0.356,6.915553009542096,-5.244712449422717,53.10947197228942
0.357,6.9097183982136805,-5.240179994463676,53.10954310009387
0.358,6.903794950951966,-5.235582263465857,53.109613439409294
0.359,6.8977839139504775,-5.230920164725425,53.10968301006143
0.36,6.891686517551788,-5.226194597304703,53.10975183260978
0.361,6.88550397734204,-5.22140644733446,53.109819925073054
0.362,6.8792374961105685,-5.2165565964297755,53.109887303653785
0.363,6.872888261047382,-5.211645913432353,53.10995398260282
0.364,6.8664574467031,-5.206675258378908,53.110019975332975
0.365,6.859946212385265,-5.201645483769594,53.11008529314329
0.366,6.853355703919736,-5.196557432848609,53.11014994536918
0.367,6.846687054492843,-5.191411938092973,53.110213941420646
0.368,6.839941382372406,-5.186209824439649,53.1102772885518
0.369,6.833119793591552,-5.18095190843269,53.11033999321441
0.37,6.826223381390459,-5.175638997011946,53.110402060208195
0.371,6.819253226361421,-5.170271890341731,53.11046349504801
0.372,6.812210395789359,-5.164851376912307,53.11052430231541
0.373,6.805095947079031,-5.159378240111068,53.110584484522
0.374,6.7979109233883115,-5.153853253758015,53.11064404601421
0.375,6.790656357844042,-5.148277181495997,53.1107029898853
0.376,6.783333271134536,-5.142650781287644,53.11076131964532
0.377,6.775942674742446,-5.136974802736721,53.11081903778756
0.378,6.768485567732181,-5.131249986315264,53.11087614781517
0.379,6.7609629382465615,-5.125477064895907,53.11093265330668
0.38,6.753375765318996,-5.119656763235819,53.11098855725378
0.381,6.74572501671034,-5.11378979922563,53.111043864240706
0.382,6.7380116502712015,-5.107876881462864,53.11109857755639
0.383,6.730236613643046,-5.101918712339808,53.11115270142492
0.384,6.722400844801611,-5.0959159854038125,53.111206240898014
0.385,6.7145052715733415,-5.0898693889032085,53.11125920026561
0.386,6.706550812579209,-5.083779600288443,53.1113115843119
0.387,6.698538376719533,-5.077647293076176,53.111363398498305
0.388,6.690468862086217,-5.071473130182656,53.111414648602526
0.389,6.682343159313466,-5.065257769442597,53.111465339736405
0.39,6.674162148690463,-5.059001861665266,53.11151547709083
0.391,6.6659267004693135,-5.052706049765985,53.1115650673664
0.392,6.6576376763193865,-5.046370968991315,53.1116141160133
0.393,6.649295929376649,-5.039997249704927,53.111662629127274
0.394,6.640902302090313,-5.033585513552535,53.11171061245592
0.395,6.632457629054926,-5.02713637636523,53.111758072115116
0.396,6.623962735385809,-5.020650446732442,53.11180501391154
0.397,6.615418437222607,-5.014128326964853,53.111851443885456
0.398,6.606825541262284,-5.007570613516897,53.11189736685097
0.399,6.598184847479469,-5.0009778951905215,53.1119427902134
0.4,6.5894971440522285,-4.994350753843889,53.111987718929385
0.401,6.580763213032075,-4.987689765778274,53.11203215804301
0.402,6.571983826409361,-4.9809955030222355,53.112076113210186
0.403,6.5631597480756945,-4.974268527179346,53.11211959010265
0.404,6.554291733528731,-4.9675093974259354,53.11216259407865
0.405,6.545380530346498,-4.9607186644478585,53.11220512955103
0.406,6.536426876898013,-4.953896874269747,53.112247201892835
0.407,6.527431503840589,-4.947044565572934,53.11228881592407
0.408,6.518395134574132,-4.940162273182172,53.112329976227365
0.409,6.509318482925563,-4.933250524512682,53.11237068794801
0.41,6.5002022561585555,-4.926309840853322,53.11241095503494
0.411,6.491047152428443,-4.919340739141146,53.11245078241478
0.412,6.481853863533269,-4.912343728687052,53.11249017420935
0.413,6.472623072697966,-4.9053193161288835,53.11252913511191
0.414,6.463355455630534,-4.8982679994333065,53.11256766925465
0.415,6.454051681448566,-4.891190273018146,53.11260578052102
0.416,6.444712410407918,-4.8840866250205055,53.11264347318357
0.417,6.435338296236899,-4.876957538144132,53.11268075152624
0.418,6.425929986037467,-4.8698034908011385,53.112717620136785
0.419,6.4164881187338665,-4.862624954152219,53.11275408155293
0.42,6.4070133261884115,-4.855422395955052,53.11279014113989
0.421,6.397506233792475,-4.848196277744777,53.1128258024289
0.422,6.387967460613529,-4.840947056453946,53.11286106889242
0.423,6.378397617230607,-4.833675183771311,53.11289594507329
0.424,6.3687973082564335,-4.826381106636392,53.112930435198834
0.425,6.359167131596699,-4.819065265197803,53.1129645418417
0.426,6.349507678665451,-4.811728097383717,53.11299826941312
0.427,6.339819534122946,-4.804370035186741,53.11303162244513
0.428,6.330103276195783,-4.796991505147924,53.113064603221446
0.429,6.320359476351186,-4.789592929252057,53.113097217101945
0.43,6.310588700318214,-4.78217472538941,53.113129467011554
0.431,6.300791506636647,-4.774737306804522,53.113161356505344
0.432,6.290968448190258,-4.767281080351971,53.11319288932983
0.433,6.281120071539373,-4.759806450868941,53.11322406938249
0.434,6.271246916675543,-4.752313816639842,53.113254900286016
0.435,6.261349519011039,-4.744803572592384,53.11328538563187
0.436,6.251428406014797,-4.737276108987005,53.113315528653224
0.437,6.2414840998953585,-4.729731811376476,53.11334533294445
0.438,6.231517117588911,-4.722171060649736,53.11337480195326
0.439,6.221527969511884,-4.714594234213475,53.113403939184614
0.44,6.211517160766879,-4.707001704928003,53.113432748401735
0.441,6.201485190516793,-4.699393841482856,53.1134612326354
0.442,6.191432551928392,-4.6917710076958405,53.11348939496019
0.443,6.1813597329898995,-4.684133564515055,53.11351723903299
0.444,6.171267216223743,-4.676481868503296,53.113544768323855
0.445,6.161155478123005,-4.668816269868254,53.11357198557932
0.446,6.151024990905041,-4.661137118198767,53.11359889434832
0.447,6.140876220061888,-4.653444757879053,53.11362549751226
0.448,6.130709626486552,-4.645739527787731,53.113651798427846
0.449,6.1205256655391835,-4.6380217651258455,53.11367779988353
0.45,6.110324787588658,-4.630291802428452,53.113703505509775
0.451,6.100107438390586,-4.6225499677618505,53.113728917602344
0.452,6.089874056607319,-4.614796587015672,53.11375403960463
0.453,6.079625078548525,-4.607031980455291,53.11377887430301
0.454,6.0693609335321845,-4.5992564657162545,53.11380342502667
0.455,6.0590820465926,-4.591470357293611,53.11382769415174
0.456,6.048788838086115,-4.583673964334844,53.11385168465008
0.457,6.038481723483797,-4.575867594120778,53.11387539941251
0.458,6.028161112979629,-4.568051549812738,53.113898841180465
0.459,6.017827412515888,-4.560226130392573,53.11392201311811
0.46,6.007481023662417,-4.552391632886859,53.11394491740448
0.461,5.997122341799523,-4.544548349061264,53.113967557174625
0.462,5.986751759099471,-4.536696568425894,53.113989935093684
0.463,5.97636966389067,-4.528836577632627,53.114012053740865
0.464,5.9659764379699585,-4.520968658583569,53.114033915267726
0.465,5.955572460149426,-4.513093090707431,53.1140555233207
0.466,5.945158103706521,-4.5052101503798525,53.11407687963895
0.467,5.934733738597003,-4.497320109213433,53.11409798747507
0.468,5.924299730495169,-4.489423238682807,53.114118848758274
0.469,5.913856440393401,-4.481519804013698,53.11413946638419
0.47,5.903404224683879,-4.4736100694964875,53.11415984304472
0.471,5.892943435914196,-4.465694294094525,53.11417998028347
0.472,5.8824744226088495,-4.457772735119396,53.114199881136315
0.473,5.871997528906714,-4.44984564792186,53.11421954835822
0.474,5.8615130956641845,-4.441913283588827,53.114238983924366
0.475,5.851021458796006,-4.433975888875968,53.114258190386174
0.476,5.84052295037898,-4.426033709876805,53.114277169799095
0.477,5.830017899209838,-4.418086988928116,53.11429592494464
0.478,5.819506629561174,-4.410135966189201,53.11431445781395
0.479,5.808989462125486,-4.402180877281417,53.11433277080078
0.48,5.798466713548729,-4.394221956877445,53.114350866220775
0.481,5.787938696874967,-4.386259434425182,53.11436874591789
0.482,5.777405721700412,-4.378293539908399,53.11438641269599
0.483,5.766868093321792,-4.370324498258031,53.11440386834816
0.484,5.756326114152973,-4.362352532177987,53.11442111508348
0.485,5.745780082263785,-4.354377862335684,53.11443815532946
0.486,5.735230292195846,-4.346400705430543,53.11445499062803
0.487,5.724677035657941,-4.338421277025617,53.11447162361006
0.488,5.714120599374865,-4.330439788716018,53.114488056371556
0.489,5.703561268548248,-4.322456450507541,53.11450429082662
0.49,5.692999324403444,-4.31447147005831,53.114520328982444
0.491,5.682435043396642,-4.306485052035579,53.114536172475056
0.492,5.671868699881164,-4.298497398202746,53.11455182398769
0.493,5.6613005641230085,-4.290508708578967,53.11456728500761
0.494,5.650730904366045,-4.282519180777043,53.114582557885626
0.495,5.640159984706511,-4.274529008509275,53.11459764399951
0.496,5.629588065806649,-4.266538385466391,53.11461254595925
0.497,5.619015405426915,-4.258547501659281,53.11462726552556
0.498,5.608442258340635,-4.250556544492861,53.114641804211274
