Time,phi_r,phi_l,trq_r,trq_l
1.186,0.08777070612851694,-0.08776598913454414,-0.9998267095634822,-6.203711548101875
1.187,0.08850743855418292,-0.08850269676175504,-1.0005360569377906,-6.206061117874322
1.188,0.08924553030882151,-0.0892407639351962,-1.0012509431415266,-6.208419048049089
1.189,0.08998496779920118,-0.08998017705932337,-1.0019713824250098,-6.210785297186508
1.19,0.09072573756802105,-0.0907209226745449,-1.002697389099929,-6.2131598266357155
1.191,0.09146782629255518,-0.091462987455869,-1.003428976986948,-6.2155425972016936
1.192,0.09221122078330407,-0.09220635821155287,-1.0041661589411486,-6.21793356647581
1.193,0.09295590798266426,-0.0929510218817704,-1.004908946541638,-6.220332686865046
1.194,0.09370187496360659,-0.09369696553729678,-1.0056573498411534,-6.222739904204735
1.195,0.09444910892837494,-0.09444417637819758,-1.0064113772361596,-6.225155156859029
1.196,0.09519759720718901,-0.09519264173253994,-1.0071710354092116,-6.227578375412014
1.197,0.0959473272569655,-0.09594234905511012,-1.0079363293360994,-6.23000948263426
1.198,0.09669828666005459,-0.09669328592614956,-1.0087072623630546,-6.232448393904467
1.199,0.0974504631229803,-0.09744544005009548,-1.0094838363052898,-6.234895017751007
1.2,0.09820384447520229,-0.0981987992543436,-1.0102660516070934,-6.23734925669357
1.201,0.09895841866788742,-0.09895335148801543,-1.0110539074835805,-6.2398110081253435
1.202,0.099714173772689,-0.09970908482074314,-1.0118474021106632,-6.242280165320861
1.203,0.10047109798054293,-0.10046598744146262,-1.0126465327940013,-6.244756618425113
1.204,0.1012291796004775,-0.10122404765722415,-1.013451296137474,-6.247240255381484
1.205,0.10198840705842974,-0.1019832538920058,-1.0142616882136686,-6.249730962911141
1.206,0.10274876889607812,-0.10274359468554728,-1.0150777046881923,-6.252228627290196
1.207,0.10351025376968431,-0.1035050586921944,-1.015899340984722,-6.254733135131238
1.208,0.10427285044894467,-0.10426763467974887,-1.0167265923566569,-6.257244373950593
1.209,0.10503654781586201,-0.105031311528335,-1.0175594540112467,-6.259762232766447
1.21,0.10580133486361734,-0.10579607822927883,-1.018397921158481,-6.262286602430948
1.211,0.10656720069545977,-0.10656192388399166,-1.0192419890843023,-6.264817375975284
1.212,0.10733413452360586,-0.10732883770287405,-1.0200916531687,-6.2673544487992485
1.213,0.10810212566815176,-0.10809680900422247,-1.0209469089215408,-6.269897718767825
1.214,0.10887116355598901,-0.10886582721315197,-1.0218077519912914,-6.272447086294316
1.215,0.10964123771974287,-0.10963588186052675,-1.0226741781558752,-6.275002454283482
1.216,0.11041233779671229,-0.11040696258190419,-1.0235461833126218,-6.277563728036548
1.217,0.1111844535278223,-0.11117905911648585,-1.024423763464153,-6.2801308151840995
1.218,0.11195757475658774,-0.11195216130608276,-1.02530691470067,-6.282703625492869
1.219,0.11273169142809181,-0.11272625909408962,-1.0261956331536572,-6.285282070723211
1.22,0.11350679358796147,-0.11350134252446686,-1.0270899149991288,-6.287866064445139
1.221,0.11428287138137272,-0.11427740174073708,-1.0279897563963885,-6.290455521887687
1.222,0.11505991505204531,-0.11505442698498758,-1.0288951534952562,-6.293050359735396
1.223,0.1158379149412653,-0.11583240859688537,-1.029806102381535,-6.295650495988633
1.224,0.11661686148690317,-0.11661133701270288,-1.0307225990728892,-6.298255849802658
1.225,0.11739674522245243,-0.11739120276435067,-1.0316446394935335,-6.3008663413859765
1.226,0.11817755677607068,-0.11817199647841914,-1.0325722194543114,-6.303481891848897
1.227,0.11895928686963395,-0.11895370887523526,-1.0335053346507415,-6.306102423154069
1.228,0.11974192631780028,-0.1197363307679229,-1.0344439806377088,-6.308727857998336
1.229,0.12052546602707936,-0.1205198530614755,-1.03538815283039,-6.311358119781634
