Time,A_phi_r,A_phi_l,A_trq_r,A_trq_l,B_phi_r,B_phi_l,B_trq_r,B_trq_l,C_phi_r,C_phi_l,C_trq_r,C_trq_l,D_phi_r,D_phi_l,D_trq_r,D_trq_l,
9.697,0.913337,-0.0727523,4.51466,-0.225496,0.91335,-0.0727437,-0.976574,-3.01682,0.913348,-0.0727466,0.244716,-2.99051,0.913341,-0.0727526,3.02231,-0.324001,
9.698,0.912147,-0.0691936,4.30162,-1.26708,0.912159,-0.0691851,-1.04579,-4.08687,0.912158,-0.069188,-0.356937,-3.45562,0.91215,-0.0691939,3.0683,-1.67944,
9.699,0.910968,-0.0656705,4.23445,-2.34018,0.910981,-0.0656621,-1.17966,-4.9893,0.910979,-0.065665,-1.1361,-3.45962,0.910972,-0.0656708,2.63908,-2.28291,
9.7,0.909802,-0.0621827,3.96474,-2.47369,0.909814,-0.0621743,-0.908961,-5.6316,0.909813,-0.0621772,-0.634766,-4.45157,0.909805,-0.062183,2.08328,-2.02689,
9.701,0.908647,-0.0587297,4.17223,-3.30594,0.908659,-0.0587214,-0.934982,-6.04525,0.908658,-0.0587242,-0.786981,-4.72414,0.90865,-0.05873,1.81878,-2.23343,
9.702,0.907503,-0.0553112,4.52902,-2.99472,0.907516,-0.055303,-0.510577,-5.74589,0.907514,-0.0553058,-0.860075,-3.81305,0.907507,-0.0553115,4.6222,-4.72965,
9.703,0.906371,-0.051927,3.66656,-3.46253,0.906383,-0.0519187,-0.450032,-7.15501,0.906382,-0.0519216,-1.59548,-4.16901,0.906375,-0.0519273,1.46599,-2.48994,
9.704,0.905251,-0.0485765,3.92144,-4.02378,0.905263,-0.0485684,-1.20598,-6.38761,0.905261,-0.0485712,-1.56255,-4.38651,0.905254,-0.0485768,1.2425,-2.39992,
9.705,0.904141,-0.0452596,2.24835,-3.70423,0.904153,-0.0452514,2.0461,-12.0137,0.904152,-0.0452543,-2.28664,-3.13757,0.904144,-0.0452599,3.00065,-6.10553,
9.706,0.902979,-0.041658,4.45602,0.400302,0.902991,-0.04165,-0.605152,-1.75612,0.90299,-0.0416528,-0.0198499,-0.32028,0.902982,-0.0416583,1.98223,0.425752,
9.707,0.901829,-0.0380925,3.67934,-1.20975,0.90184,-0.0380845,-1.16376,-3.5043,0.901839,-0.0380873,-0.549463,-2.32052,0.901832,-0.0380928,1.98947,-1.01711,
9.708,0.90069,-0.0345626,3.45896,-1.93064,0.900701,-0.0345546,-1.08451,-4.4655,0.9007,-0.0345575,-0.778456,-2.94525,0.900693,-0.0345629,1.85381,-1.84994,
9.709,0.899562,-0.031068,3.59924,-2.59673,0.899574,-0.0310601,-1.10775,-4.86708,0.899573,-0.0310629,-0.743904,-3.44048,0.899565,-0.0310683,1.72863,-2.21048,
9.71,0.898446,-0.0276083,3.67218,-3.21402,0.898457,-0.0276005,-0.89067,-5.54174,0.898456,-0.0276033,-0.751077,-3.84811,0.898449,-0.0276086,1.58649,-2.51457,
9.711,0.897341,-0.0241833,3.69334,-3.63578,0.897352,-0.0241754,-0.851699,-5.88318,0.897351,-0.0241783,-0.843448,-4.04137,0.897344,-0.0241835,1.41068,-2.69126,
9.712,0.896246,-0.0207924,4.3725,-5.34326,0.896258,-0.0207847,-1.04265,-6.67398,0.896257,-0.0207875,-1.2491,-4.6023,0.89625,-0.0207927,0.708276,-2.93112,
9.713,0.895163,-0.0174355,4.02686,-5.4881,0.895175,-0.0174278,-0.762092,-7.33433,0.895174,-0.0174306,-1.13629,-5.14418,0.895167,-0.0174358,0.304524,-2.96265,
9.714,0.894091,-0.0141121,3.48599,-4.84283,0.894102,-0.0141045,-0.573169,-7.36585,0.894101,-0.0141073,-1.62746,-4.38293,0.894094,-0.0141125,0.926859,-3.53254,
9.715,0.893029,-0.010822,4.09399,-4.51967,0.893041,-0.0108144,-0.889481,-6.01942,0.89304,-0.0108172,0.277056,-5.39896,0.893033,-0.0108224,1.11823,-2.74944,
9.716,0.891922,-0.00725248,4.7892,0.802108,0.891933,-0.00724497,0.125133,-0.855483,0.891932,-0.00724772,1.6076,-0.652931,0.891925,-0.00725284,4.12806,0.240202,
9.717,0.890825,-0.00371865,3.45807,-0.4361,0.890836,-0.00371119,-0.382328,-2.89904,0.890835,-0.00371393,0.440075,-2.01565,0.890828,-0.003719,2.88455,-1.18294,
9.718,0.88974,-0.000220172,3.5233,-1.37293,0.889751,-0.000212757,-0.502328,-3.57505,0.88975,-0.000215453,0.927228,-3.3646,0.889743,-0.000220493,2.30665,-1.46436,
9.719,0.888665,0.00324337,3.52455,-2.16972,0.888676,0.00325073,-0.60076,-4.14326,0.888675,0.00324804,0.417072,-3.51549,0.888668,0.00324303,1.95693,-1.85237,
9.72,0.887601,0.00667227,3.60239,-2.86165,0.887612,0.00667957,-0.719048,-4.56854,0.887611,0.0066769,0.212886,-3.85644,0.887604,0.00667192,1.509,-1.96721,
9.721,0.886547,0.0100669,3.99384,-3.18015,0.886558,0.0100741,-0.875182,-4.14563,0.886557,0.0100715,0.753161,-4.30129,0.886551,0.0100665,1.88667,-2.28116,
9.722,0.885505,0.0134275,3.82796,-3.73791,0.885515,0.0134347,-0.583538,-5.11498,0.885514,0.0134321,0.0460276,-4.19528,0.885508,0.0134272,1.3411,-2.38764,
9.723,0.884472,0.0167546,3.7822,-4.40073,0.884483,0.0167617,-0.381129,-5.9516,0.884482,0.0167591,-0.355331,-4.34786,0.884475,0.0167542,1.16452,-2.87465,
9.724,0.88345,0.0200484,3.64564,-3.35674,0.883461,0.0200555,-0.504615,-4.8231,0.88346,0.0200529,1.61263,-5.47325,0.883453,0.020048,1.14862,-1.98359,
9.725,0.882438,0.0233093,2.81807,-3.25084,0.882449,0.0233163,-0.183469,-5.88731,0.882448,0.0233137,-1.11185,-3.2486,0.882441,0.0233089,1.0754,-2.66524,
9.726,0.881387,0.0268441,4.89025,-0.522237,0.881398,0.0268511,0.473361,-1.5605,0.881397,0.0268485,2.26908,-1.67076,0.88139,0.0268437,2.30545,0.718845,
9.727,0.880346,0.0303436,3.54441,-1.56235,0.880357,0.0303505,-0.10583,-3.23323,0.880356,0.030348,-0.131102,-1.57038,0.88035,0.0303433,3.52606,-2.68893,
9.728,0.879316,0.0338082,3.11651,-2.57596,0.879327,0.033815,-0.705393,-4.01156,0.879326,0.0338125,-0.4596,-2.63432,0.879319,0.0338078,1.15342,-1.7176,
9.729,0.878296,0.0372381,3.01908,-3.15505,0.878307,0.0372449,-0.698894,-4.61748,0.878306,0.0372423,-0.497327,-3.22459,0.878299,0.0372377,0.933614,-2.12419,
9.73,0.877287,0.0406337,2.90066,-3.37557,0.877297,0.0406404,-0.557494,-5.03052,0.877296,0.0406379,-0.525973,-3.463,0.87729,0.0406333,0.894266,-2.40686,
9.731,0.876287,0.0439953,3.01644,-3.82732,0.876297,0.044002,-0.554338,-5.2826,0.876296,0.0439995,-0.56914,-3.66379,0.87629,0.0439949,0.760404,-2.55648,
9.732,0.875297,0.0473234,2.92477,-3.87017,0.875307,0.04733,-0.506878,-5.38009,0.875306,0.0473275,-0.57483,-3.71346,0.8753,0.0473229,0.72033,-2.61991,
9.733,0.874317,0.0506181,2.92204,-4.08105,0.874328,0.0506247,-0.406481,-5.62905,0.874327,0.0506222,-0.649889,-3.76314,0.874321,0.0506177,0.63447,-2.71979,
9.734,0.873348,0.0538799,2.99625,-4.16473,0.873358,0.0538865,-0.584491,-5.34122,0.873357,0.053884,-0.562842,-3.77183,0.873351,0.0538795,0.60594,-2.67013,
9.735,0.872387,0.0571091,2.81492,-4.27518,0.872397,0.0571156,-0.186489,-6.00835,0.872396,0.0571131,-0.770182,-3.78203,0.87239,0.0571087,0.518643,-2.86398,
9.736,0.871395,0.0606067,3.72327,0.32082,0.871404,0.0606131,0.440976,-0.912873,0.871403,0.0606107,1.57074,-0.440725,0.871398,0.0606063,2.73713,0.488516,
9.737,0.870412,0.0640693,3.08986,-1.26445,0.870422,0.0640757,-0.0408154,-2.63638,0.870421,0.0640733,1.05124,-2.25152,0.870415,0.0640689,2.18085,-1.27985,
9.738,0.869439,0.0674973,2.90634,-1.94944,0.869449,0.0675037,-0.175356,-3.29824,0.869448,0.0675013,0.780788,-2.82034,0.869442,0.0674969,1.88969,-1.86586,
9.739,0.868476,0.0708911,2.85232,-2.5388,0.868485,0.0708974,-0.234608,-3.80644,0.868484,0.070895,0.562886,-3.17743,0.868478,0.0708907,1.47972,-2.06525,
9.74,0.867522,0.0742509,2.08275,-3.10621,0.867532,0.0742572,1.33497,-6.89363,0.867531,0.0742547,-0.460504,-3.3776,0.867525,0.0742505,1.27122,-3.19516,
9.741,0.866578,0.0775771,2.63191,-3.37075,0.866587,0.0775833,-0.553209,-4.44581,0.866586,0.0775809,-0.41867,-3.04695,0.866581,0.0775767,1.29545,-2.94075,
9.742,0.865643,0.0808701,4.43171,-6.25853,0.865653,0.0808762,-1.29124,-4.43107,0.865652,0.0808738,-0.211094,-4.06355,0.865646,0.0808696,0.348744,-2.80229,
9.743,0.864718,0.0841301,2.1876,-3.19566,0.864727,0.0841362,-0.209579,-4.8754,0.864726,0.0841338,0.0321678,-3.66277,0.864721,0.0841296,0.692952,-2.50196,
9.744,0.863802,0.0873575,2.68753,-3.56355,0.863811,0.0873636,-0.223847,-4.76406,0.86381,0.0873612,0.106898,-3.62339,0.863805,0.0873571,0.835717,-2.57795,
9.745,0.862895,0.0905527,3.20465,-4.30786,0.862904,0.0905587,-0.257049,-4.93915,0.862903,0.0905563,-0.00698384,-3.72842,0.862898,0.0905522,0.885757,-2.9172,
9.746,0.861963,0.0940105,3.37997,0.104391,0.861972,0.0940164,1.62217,-1.97014,0.861971,0.0940141,1.83684,-0.783863,0.861966,0.09401,2.67887,0.0399544,
9.747,0.86104,0.0974337,3.3515,-1.41745,0.861049,0.0974396,0.0322369,-2.04088,0.861048,0.0974373,2.63848,-3.02321,0.861042,0.0974332,2.20247,-1.12964,
9.748,0.860126,0.100823,2.90241,-1.744,0.860135,0.100829,0.362392,-2.96664,0.860134,0.100826,1.4309,-2.58832,0.860129,0.100822,2.78482,-2.34116,
9.749,0.859221,0.104178,2.83323,-2.37392,0.85923,0.104184,0.157066,-3.44369,0.859229,0.104181,1.00561,-2.83334,0.859224,0.104177,1.99102,-2.2945,
9.75,0.858325,0.107499,2.98447,-3.40804,0.858334,0.107505,-0.22646,-3.96847,0.858333,0.107503,0.752227,-3.46263,0.858328,0.107499,0.548641,-1.84067,
9.751,0.857439,0.110788,2.44952,-3.13022,0.857448,0.110793,0.0613882,-4.34222,0.857447,0.110791,-0.0160596,-2.87847,0.857442,0.110787,1.46276,-2.85373,
9.752,0.856561,0.114043,3.30162,-4.43655,0.85657,0.114049,-0.383936,-4.46942,0.856569,0.114047,0.088897,-3.4806,0.856564,0.114043,0.774593,-2.80564,
9.753,0.855692,0.117266,2.12745,-3.2192,0.855701,0.117272,-0.0231812,-4.57424,0.8557,0.11727,0.157278,-3.34692,0.855695,0.117266,0.597219,-2.42617,
9.754,0.854832,0.120457,2.26878,-2.97379,0.85484,0.120462,0.936807,-5.04664,0.854839,0.12046,-0.298381,-2.53795,0.854834,0.120456,3.28834,-4.50554,
9.755,0.85398,0.123616,2.50737,-4.10301,0.853989,0.123621,0.283938,-5.33474,0.853988,0.123619,-0.653595,-3.01688,0.853983,0.123615,0.531755,-2.95902,
9.756,0.85311,0.127031,3.22501,0.372796,0.853118,0.127037,0.76302,-0.565041,0.853117,0.127034,1.78192,-0.0233278,0.853112,0.127031,2.77495,0.216534,
9.757,0.852248,0.130412,2.88515,-1.54657,0.852257,0.130418,0.316767,-2.33106,0.852256,0.130416,1.39904,-1.93725,0.852251,0.130412,2.16229,-1.50418,
9.758,0.851395,0.13376,2.64321,-2.26901,0.851404,0.133765,0.190686,-3.10272,0.851403,0.133763,1.00938,-2.47674,0.851398,0.13376,1.77046,-2.08097,
9.759,0.850551,0.137074,2.44577,-2.70251,0.85056,0.137079,0.162312,-3.63955,0.850559,0.137077,0.686048,-2.73646,0.850554,0.137074,1.40769,-2.34814,
9.76,0.849715,0.140355,2.4636,-3.23175,0.849724,0.14036,0.0469226,-3.99581,0.849723,0.140358,0.474146,-3.00005,0.849718,0.140355,0.960834,-2.42667,
9.761,0.848888,0.143603,2.23459,-3.33474,0.848896,0.143608,0.085964,-4.2952,0.848895,0.143606,0.136247,-2.93376,0.84889,0.143603,0.870436,-2.63086,
9.762,0.848069,0.146819,2.31954,-3.68744,0.848077,0.146824,-0.00505332,-4.44102,0.848076,0.146822,0.115682,-3.13982,0.848071,0.146818,0.563185,-2.6025,
9.763,0.847257,0.150002,2.75944,-3.85236,0.847266,0.150008,-0.06495,-4.09179,0.847265,0.150005,1.78476,-4.36299,0.84726,0.150002,0.401008,-2.18949,
9.764,0.846455,0.153154,2.35811,-4.0571,0.846463,0.153159,-0.2048,-4.47754,0.846462,0.153157,-0.423327,-2.86421,0.846457,0.153154,0.216529,-2.54696,
9.765,0.84566,0.156274,2.18724,-4.04501,0.845668,0.156279,-0.215566,-4.55378,0.845667,0.156277,-0.3382,-3.00053,0.845662,0.156274,0.137905,-2.59752,
9.766,0.844853,0.159645,3.17444,0.0461365,0.844862,0.15965,0.870578,-0.473974,0.844861,0.159648,2.11962,-0.167929,0.844856,0.159644,2.61271,0.162096,
9.767,0.844055,0.162982,2.5833,-1.45315,0.844063,0.162987,0.452366,-2.09078,0.844062,0.162985,1.67904,-1.84755,0.844058,0.162981,2.04373,-1.41994,
9.768,0.843265,0.166286,2.32499,-2.06488,0.843273,0.166291,0.285547,-2.75126,0.843272,0.166289,1.34636,-2.37723,0.843268,0.166285,1.55185,-1.82841,
9.769,0.842483,0.169556,2.30461,-2.74027,0.842491,0.169561,0.20351,-3.31605,0.84249,0.169559,0.905674,-2.61098,0.842486,0.169556,1.23285,-2.22111,
9.77,0.841709,0.172794,2.25314,-3.11876,0.841717,0.172799,0.205979,-3.70939,0.841716,0.172797,0.80371,-2.89902,0.841711,0.172794,1.0308,-2.44674,
9.771,0.840942,0.176,2.39069,-3.52957,0.84095,0.176005,-0.0839052,-3.70563,0.840949,0.176003,0.65726,-3.01564,0.840945,0.175999,0.718383,-2.44951,
9.772,0.840183,0.179173,2.24119,-3.89765,0.840191,0.179178,0.276251,-4.48316,0.84019,0.179176,0.292743,-3.17474,0.840186,0.179173,0.390986,-2.65828,
9.773,0.839432,0.182315,2.09293,-3.85896,0.839439,0.18232,0.0394238,-4.34259,0.839439,0.182318,0.221374,-3.15902,0.839434,0.182315,0.290777,-2.65032,
9.774,0.838688,0.185426,1.94334,-3.71664,0.838696,0.18543,0.0999709,-4.32601,0.838695,0.185428,0.196489,-3.07847,0.83869,0.185425,0.311072,-2.65144,
9.775,0.837952,0.188505,1.92346,-3.80788,0.837959,0.188509,0.342796,-4.60453,0.837958,0.188508,0.181839,-3.14963,0.837954,0.188504,0.261183,-2.73185,
9.776,0.837211,0.191828,3.15975,-0.328261,0.837219,0.191833,1.35213,-0.865529,0.837218,0.191831,2.52452,-0.517805,0.837214,0.191828,2.56353,-0.101984,
9.777,0.836478,0.195119,2.35529,-1.4762,0.836486,0.195123,0.430306,-1.84923,0.836485,0.195121,1.77158,-1.70477,0.836481,0.195118,1.87655,-1.38592,
9.778,0.835753,0.198376,3.26527,-3.1483,0.83576,0.198381,-0.0628201,-2.45562,0.835759,0.198379,2.07347,-2.93538,0.835755,0.198376,1.14249,-1.81521,
9.779,0.835034,0.201601,2.38772,-2.9819,0.835041,0.201606,0.413352,-3.22286,0.835041,0.201604,1.68692,-3.05233,0.835037,0.201601,1.06275,-2.20046,
9.78,0.834323,0.204794,2.57921,-3.64859,0.83433,0.204798,0.662734,-3.92839,0.834329,0.204796,1.47617,-3.34584,0.834325,0.204793,1.03352,-2.69304,
9.781,0.833619,0.207955,1.7146,-2.86882,0.833626,0.207959,0.607623,-3.73508,0.833625,0.207957,1.19329,-2.95045,0.833621,0.207954,1.14931,-2.60749,
9.782,0.832922,0.211084,2.6558,-3.7031,0.832929,0.211088,-0.697186,-3.07762,0.832928,0.211086,0.713307,-2.67998,0.832924,0.211083,0.447132,-2.21496,
9.783,0.832232,0.214182,2.24154,-3.34782,0.832239,0.214186,0.0111041,-3.28865,0.832238,0.214184,1.40284,-3.11303,0.832234,0.214181,0.51658,-2.18879,
9.784,0.831549,0.217249,1.53068,-2.59328,0.831556,0.217253,0.604039,-3.461,0.831555,0.217251,0.830158,-2.42304,0.831551,0.217248,1.56977,-2.74242,
9.785,0.830872,0.220285,2.30421,-4.42907,0.830879,0.220289,0.535796,-4.69684,0.830878,0.220287,-0.415302,-2.70553,0.830875,0.220284,-0.395254,-2.57535,
9.786,0.830199,0.223559,2.71567,0.0162423,0.830206,0.223563,1.35175,-0.497499,0.830205,0.223561,2.92642,-0.419772,0.830202,0.223558,2.67751,-0.0729715,
9.787,0.829533,0.2268,2.29657,-1.44016,0.82954,0.226805,1.04126,-2.01158,0.829539,0.226803,2.35532,-1.79971,0.829536,0.2268,2.29861,-1.62586,
9.788,0.828874,0.230009,2.06798,-2.03922,0.828881,0.230013,0.82817,-2.59177,0.82888,0.230012,1.96143,-2.24298,0.828876,0.230009,1.73161,-1.96485,
9.789,0.828221,0.233186,2.14117,-2.69353,0.828228,0.23319,0.503537,-2.902,0.828227,0.233189,1.47178,-2.4271,0.828223,0.233186,1.29464,-2.22335,
9.79,0.827574,0.236331,1.9356,-2.94463,0.827581,0.236335,0.403914,-3.19974,0.82758,0.236334,1.10841,-2.52549,0.827577,0.236331,0.900239,-2.31699,
9.791,0.826935,0.239445,1.79687,-3.13897,0.826941,0.239449,0.352368,-3.41389,0.82694,0.239447,0.829981,-2.56028,0.826937,0.239445,0.646385,-2.40439,
9.792,0.826301,0.242528,1.74866,-3.40827,0.826308,0.242532,0.317416,-3.66985,0.826307,0.24253,0.525477,-2.59835,0.826303,0.242527,0.32848,-2.45797,
9.793,0.825674,0.245579,1.65167,-3.46829,0.82568,0.245583,0.292648,-3.75451,0.82568,0.245582,0.429856,-2.62055,0.825676,0.245579,0.299169,-2.55503,
9.794,0.825053,0.248601,1.63382,-3.5142,0.825059,0.248605,0.276232,-3.76882,0.825059,0.248603,0.47759,-2.68345,0.825055,0.2486,0.207822,-2.53693,
9.795,0.824438,0.251592,1.53432,-3.43633,0.824445,0.251596,0.243162,-3.69524,0.824444,0.251594,0.382517,-2.5621,0.82444,0.251591,0.2218,-2.52995,
9.796,0.823834,0.254814,2.75483,-0.0965649,0.823841,0.254818,1.48954,-0.333441,0.82384,0.254816,2.87347,-0.135072,0.823837,0.254814,2.65034,-0.0753574,
9.797,0.823237,0.258004,2.2205,-1.48492,0.823243,0.258008,0.964628,-1.70107,0.823242,0.258006,2.39853,-1.59876,0.823239,0.258004,2.05792,-1.4729,
9.798,0.822645,0.261163,1.9961,-2.05301,0.822651,0.261166,0.649363,-2.1628,0.82265,0.261165,1.96048,-1.98586,0.822647,0.261162,1.56856,-1.84816,
9.799,0.822059,0.264289,1.82316,-2.43054,0.822065,0.264293,0.517178,-2.54025,0.822064,0.264291,1.60745,-2.19382,0.822061,0.264289,1.18369,-2.05208,
9.8,0.821479,0.267385,1.60328,-2.78585,0.821485,0.267388,0.65694,-3.14134,0.821484,0.267387,1.06059,-2.26,0.821481,0.267384,0.866301,-2.32072,
9.801,0.820905,0.270449,1.73153,-3.22044,0.820911,0.270453,0.385553,-3.25152,0.82091,0.270451,0.981792,-2.50491,0.820907,0.270449,0.503325,-2.37668,
9.802,0.820336,0.273483,1.5225,-3.25708,0.820342,0.273487,0.350212,-3.37209,0.820342,0.273485,0.813756,-2.53295,0.820338,0.273482,0.274055,-2.37451,
9.803,0.819774,0.276487,1.75426,-3.71805,0.81978,0.27649,0.306753,-3.64755,0.819779,0.276488,0.515098,-2.61356,0.819776,0.276486,0.0817126,-2.54976,
9.804,0.819216,0.27946,1.43217,-3.53357,0.819222,0.279464,0.335485,-3.66254,0.819222,0.279462,0.587365,-2.65823,0.819218,0.279459,0.0214394,-2.5132,
9.805,0.818665,0.282404,1.65692,-3.7171,0.818671,0.282407,0.10377,-3.52147,0.81867,0.282406,0.635567,-2.72534,0.818667,0.282403,-0.206777,-2.38997,
9.806,0.818132,0.285572,2.74533,-0.576736,0.818138,0.285576,1.67832,-0.657032,0.818137,0.285574,2.892,-0.358784,0.818134,0.285572,2.31325,-0.235408,
9.807,0.817604,0.288709,2.03839,-1.64839,0.81761,0.288712,0.932119,-1.67499,0.817609,0.288711,2.53838,-1.69145,0.817606,0.288708,1.71745,-1.43154,
9.808,0.817081,0.291814,1.82779,-2.11154,0.817087,0.291818,0.645385,-2.04765,0.817086,0.291816,1.95414,-1.87111,0.817083,0.291814,1.49369,-1.89148,
9.809,0.816564,0.294889,1.90954,-2.51881,0.81657,0.294892,0.52118,-2.30884,0.816569,0.29489,2.29934,-2.41566,0.816566,0.294888,1.08074,-1.95972,
9.81,0.816052,0.297932,1.81903,-3.10744,0.816058,0.297935,0.547921,-2.96912,0.816057,0.297934,1.01447,-2.20155,0.816054,0.297932,0.616286,-2.31128,
9.811,0.815545,0.300945,1.79809,-3.26785,0.815551,0.300949,0.541838,-3.13725,0.81555,0.300947,1.72202,-2.80195,0.815547,0.300945,0.417148,-2.35452,
9.812,0.815043,0.303928,2.14108,-3.77932,0.815049,0.303932,0.257776,-3.26307,0.815048,0.30393,1.31274,-2.86141,0.815045,0.303928,-0.0261402,-2.42085,
9.813,0.814546,0.306882,1.54541,-3.65271,0.814552,0.306885,0.834136,-3.76607,0.814551,0.306883,1.17882,-2.94499,0.814548,0.306881,-0.146955,-2.56065,
9.814,0.814054,0.309805,1.61876,-3.56713,0.81406,0.309808,0.0890396,-3.17868,0.814059,0.309807,0.380836,-2.30613,0.814056,0.309805,0.495361,-2.79093,
9.815,0.813567,0.3127,1.32646,-3.3062,0.813573,0.312703,0.0715085,-3.03962,0.813572,0.312701,0.665744,-2.34821,0.813569,0.312699,-0.253264,-2.24617,
9.816,0.813106,0.315812,2.7608,-0.369388,0.813112,0.315815,1.67965,-0.214201,0.813111,0.315814,2.87618,0.0505327,0.813108,0.315811,2.988,-0.442037,
9.817,0.81265,0.318893,2.21855,-1.40511,0.812655,0.318896,1.17764,-1.28032,0.812654,0.318895,3.74576,-1.7941,0.812652,0.318893,2.07494,-1.2792,
9.818,0.812198,0.321943,1.66979,-1.62696,0.812203,0.321946,0.879372,-1.62343,0.812202,0.321945,2.39327,-1.54842,0.8122,0.321943,1.86362,-1.6971,
9.819,0.811751,0.324963,1.85516,-2.29593,0.811756,0.324966,0.639946,-2.01757,0.811755,0.324965,2.19366,-1.94686,0.811753,0.324963,1.10216,-1.79793,
9.82,0.811308,0.327953,1.89975,-2.76195,0.811313,0.327956,0.44053,-2.3067,0.811312,0.327954,1.99418,-2.24154,0.81131,0.327952,0.633444,-1.93492,
9.821,0.810869,0.330913,0.772408,-2.36036,0.810875,0.330916,1.2194,-3.06226,0.810874,0.330914,1.02023,-1.92543,0.810871,0.330912,0.832326,-2.33697,
9.822,0.810435,0.333843,1.36013,-3.01173,0.810441,0.333846,0.79095,-3.10121,0.81044,0.333844,0.972518,-2.15404,0.810437,0.333842,0.613563,-2.51713,
9.823,0.810006,0.336744,1.73249,-3.04702,0.810011,0.336747,0.65087,-2.82681,0.81001,0.336745,3.32204,-3.35797,0.810008,0.336743,0.137151,-2.03227,
9.824,0.80958,0.339616,1.83377,-3.69969,0.809586,0.339618,0.152574,-3.07075,0.809585,0.339617,0.324819,-2.15468,0.809582,0.339615,-0.323352,-2.31938,
9.825,0.809159,0.342459,0.994919,-3.02022,0.809164,0.342462,0.849308,-3.24747,0.809164,0.34246,0.193365,-1.78396,0.809161,0.342458,1.68418,-3.30534,
9.826,0.808772,0.345513,2.29124,-0.281465,0.808777,0.345516,1.76819,-0.301012,0.808776,0.345514,2.99662,0.0413345,0.808774,0.345512,2.02613,-0.047317,
9.827,0.808388,0.348536,1.71158,-1.46844,0.808393,0.348539,1.21771,-1.48472,0.808393,0.348538,2.48925,-1.21883,0.80839,0.348536,1.61832,-1.33689,
9.828,0.808009,0.35153,1.52635,-1.97987,0.808014,0.351532,0.859751,-1.86594,0.808013,0.351531,2.11276,-1.59947,0.808011,0.351529,1.12663,-1.67082,
9.829,0.807633,0.354493,1.47148,-2.42578,0.807638,0.354496,0.737929,-2.25073,0.807637,0.354494,1.85997,-1.90482,0.807635,0.354492,0.733869,-1.90543,
9.83,0.807261,0.357427,1.32668,-2.68031,0.807266,0.357429,0.589947,-2.47289,0.807265,0.357428,1.44247,-1.97382,0.807263,0.357426,0.457535,-2.07359,
9.831,0.806893,0.360331,1.16584,-2.81716,0.806897,0.360334,0.586336,-2.68994,0.806896,0.360332,1.21408,-2.04691,0.806894,0.36033,0.265106,-2.18057,
9.832,0.806528,0.363206,1.05673,-2.89096,0.806533,0.363209,0.614369,-2.84084,0.806532,0.363208,1.04921,-2.0756,0.80653,0.363206,0.220172,-2.29078,
9.833,0.806167,0.366053,3.41726,-5.0588,0.806172,0.366056,-0.79698,-2.69771,0.806171,0.366054,1.15167,-2.85271,0.806169,0.366052,-1.13241,-2.21662,
9.834,0.805809,0.368871,0.426253,-2.79504,0.805814,0.368874,0.239074,-2.78732,0.805813,0.368872,1.07874,-2.32168,0.805811,0.36887,-0.466592,-2.08524,
9.835,0.805456,0.371661,0.793448,-2.85887,0.80546,0.371664,0.487519,-2.84113,0.805459,0.371662,1.08927,-2.2054,0.805457,0.37166,-0.254395,-2.11788,
9.836,0.805143,0.374655,2.48974,-0.321664,0.805148,0.374657,1.92226,-0.116759,0.805147,0.374656,3.79677,-0.218546,0.805145,0.374654,2.47221,-0.172972,
9.837,0.804834,0.377619,1.73129,-1.37683,0.804838,0.377621,1.47245,-1.33402,0.804838,0.37762,3.01516,-1.27704,0.804836,0.377618,1.89638,-1.37281,
9.838,0.804528,0.380553,1.46629,-1.80641,0.804532,0.380555,1.04733,-1.6561,0.804531,0.380554,2.50313,-1.55119,0.804529,0.380552,1.38407,-1.6661,
9.839,0.804225,0.383458,1.35109,-2.20056,0.804229,0.38346,0.860171,-1.98327,0.804228,0.383459,2.07328,-1.73547,0.804226,0.383457,0.986918,-1.88748,
9.84,0.803925,0.386333,1.16237,-2.47055,0.803929,0.386336,0.821515,-2.32884,0.803928,0.386335,1.51577,-1.77993,0.803926,0.386333,0.759299,-2.11963,
9.841,0.803627,0.389181,1.09323,-2.66569,0.803632,0.389183,0.749911,-2.51108,0.803631,0.389182,1.55085,-1.98455,0.803629,0.38918,0.455839,-2.17257,
9.842,0.803333,0.391999,1.21455,-3.02445,0.803338,0.392001,0.61351,-2.72077,0.803337,0.392,1.16884,-2.07715,0.803335,0.391999,-0.00917551,-2.22268,
9.843,0.803042,0.39479,1.14867,-3.12497,0.803047,0.394792,0.485014,-2.76771,0.803046,0.394791,1.1783,-2.19326,0.803044,0.394789,-0.195656,-2.24883,
9.844,0.802754,0.397552,1.11212,-3.15306,0.802758,0.397554,0.485591,-2.80634,0.802757,0.397553,1.08166,-2.18379,0.802756,0.397551,-0.113454,-2.34989,
9.845,0.802469,0.400287,0.789694,-3.0255,0.802473,0.400289,0.650361,-2.88316,0.802472,0.400288,0.983538,-2.13015,0.80247,0.400286,-0.275653,-2.28538,
9.846,0.802233,0.403218,2.82176,-0.84123,0.802237,0.403221,2.11303,-0.435637,0.802236,0.403219,3.88166,-0.443894,0.802234,0.403218,2.41397,-0.51256,
9.847,0.801999,0.406121,2.5932,-2.14784,0.802003,0.406123,0.809248,-1.22732,0.802002,0.406122,3.075,-1.49422,0.802,0.40612,1.41915,-1.49366,
