Time,A_phi_r,A_phi_l,A_trq_r,A_trq_l,B_phi_r,B_phi_l,B_trq_r,B_trq_l,C_phi_r,C_phi_l,C_trq_r,C_trq_l,D_phi_r,D_phi_l,D_trq_r,D_trq_l,
1.522,-2.37495e-06,2.27666e-06,0,0,-2.2643e-06,2.36363e-06,0,0,-2.26284e-06,2.36111e-06,0,0,-2.37577e-06,2.27764e-06,0,0,
1.523,-2.37483e-06,2.27677e-06,0,0,-2.26442e-06,2.36352e-06,0,0,-2.26296e-06,2.361e-06,0,0,-2.37566e-06,2.27775e-06,0,0,
1.524,-2.37472e-06,2.27689e-06,0,0,-2.26453e-06,2.36341e-06,0,0,-2.26307e-06,2.36089e-06,0,0,-2.37555e-06,2.27787e-06,0,0,
1.525,-2.37461e-06,2.277e-06,0,0,-2.26465e-06,2.3633e-06,0,0,-2.26319e-06,2.36077e-06,0,0,-2.37544e-06,2.27798e-06,0,0,
1.526,-2.3745e-06,2.27711e-06,0,0,-2.26476e-06,2.36319e-06,0,0,-2.2633e-06,2.36066e-06,0,0,-2.37533e-06,2.27809e-06,0,0,
1.527,-2.37439e-06,2.27723e-06,0,0,-2.26487e-06,2.36308e-06,0,0,-2.26341e-06,2.36055e-06,0,0,-2.37522e-06,2.27821e-06,0,0,
1.528,-2.37428e-06,2.27734e-06,0,0,-2.26498e-06,2.36297e-06,0,0,-2.26353e-06,2.36044e-06,0,0,-2.37511e-06,2.27832e-06,0,0,
1.529,-2.37417e-06,2.27745e-06,0,0,-2.2651e-06,2.36287e-06,0,0,-2.26364e-06,2.36033e-06,0,0,-2.375e-06,2.27843e-06,0,0,
1.53,-2.37406e-06,2.27756e-06,0,0,-2.26521e-06,2.36276e-06,0,0,-2.26375e-06,2.36023e-06,0,0,-2.37489e-06,2.27854e-06,0,0,
1.531,-2.37395e-06,2.27768e-06,0,0,-2.26532e-06,2.36265e-06,0,0,-2.26386e-06,2.36012e-06,0,0,-2.37478e-06,2.27866e-06,0,0,
1.532,-2.37385e-06,2.27779e-06,0,0,-2.26543e-06,2.36254e-06,0,0,-2.26397e-06,2.36001e-06,0,0,-2.37467e-06,2.27877e-06,0,0,
1.533,-2.37374e-06,2.2779e-06,0,0,-2.26554e-06,2.36243e-06,0,0,-2.26409e-06,2.3599e-06,0,0,-2.37456e-06,2.27888e-06,0,0,
1.534,-2.37363e-06,2.27801e-06,0,0,-2.26566e-06,2.36232e-06,0,0,-2.2642e-06,2.35979e-06,0,0,-2.37445e-06,2.27899e-06,0,0,
1.535,-2.37352e-06,2.27812e-06,0,0,-2.26577e-06,2.36222e-06,0,0,-2.26431e-06,2.35968e-06,0,0,-2.37435e-06,2.2791e-06,0,0,
1.536,-2.37341e-06,2.27823e-06,0,0,-2.26588e-06,2.36211e-06,0,0,-2.26442e-06,2.35958e-06,0,0,-2.37424e-06,2.27921e-06,0,0,
1.537,-2.37331e-06,2.27834e-06,0,0,-2.26599e-06,2.362e-06,0,0,-2.26453e-06,2.35947e-06,0,0,-2.37413e-06,2.27932e-06,0,0,
1.538,-2.3732e-06,2.27845e-06,0,0,-2.2661e-06,2.3619e-06,0,0,-2.26464e-06,2.35936e-06,0,0,-2.37403e-06,2.27943e-06,0,0,
1.539,-2.37309e-06,2.27856e-06,0,0,-2.26621e-06,2.36179e-06,0,0,-2.26475e-06,2.35926e-06,0,0,-2.37392e-06,2.27954e-06,0,0,
1.54,-2.37299e-06,2.27867e-06,0,0,-2.26632e-06,2.36168e-06,0,0,-2.26486e-06,2.35915e-06,0,0,-2.37381e-06,2.27965e-06,0,0,
1.541,-2.37288e-06,2.27878e-06,0,0,-2.26643e-06,2.36158e-06,0,0,-2.26497e-06,2.35904e-06,0,0,-2.37371e-06,2.27976e-06,0,0,
1.542,-2.37277e-06,2.27889e-06,0,0,-2.26654e-06,2.36147e-06,0,0,-2.26508e-06,2.35894e-06,0,0,-2.3736e-06,2.27987e-06,0,0,
1.543,-2.37267e-06,2.279e-06,0,0,-2.26665e-06,2.36137e-06,0,0,-2.26519e-06,2.35883e-06,0,0,-2.37349e-06,2.27998e-06,0,0,
1.544,-2.37256e-06,2.27911e-06,0,0,-2.26675e-06,2.36126e-06,0,0,-2.2653e-06,2.35873e-06,0,0,-2.37339e-06,2.28009e-06,0,0,
1.545,-2.37246e-06,2.27922e-06,0,0,-2.26686e-06,2.36116e-06,0,0,-2.26541e-06,2.35862e-06,0,0,-2.37328e-06,2.2802e-06,0,0,
1.546,-2.37235e-06,2.27933e-06,0,0,-2.26697e-06,2.36105e-06,0,0,-2.26551e-06,2.35852e-06,0,0,-2.37318e-06,2.28031e-06,0,0,
1.547,-2.37225e-06,2.27944e-06,0,0,-2.26708e-06,2.36095e-06,0,0,-2.26562e-06,2.35841e-06,0,0,-2.37308e-06,2.28042e-06,0,0,
1.548,-2.37214e-06,2.27954e-06,0,0,-2.26719e-06,2.36085e-06,0,0,-2.26573e-06,2.35831e-06,0,0,-2.37297e-06,2.28052e-06,0,0,
1.549,-2.37204e-06,2.27965e-06,0,0,-2.26729e-06,2.36074e-06,0,0,-2.26584e-06,2.3582e-06,0,0,-2.37287e-06,2.28063e-06,0,0,
1.55,-2.37194e-06,2.27976e-06,0,0,-2.2674e-06,2.36064e-06,0,0,-2.26594e-06,2.3581e-06,0,0,-2.37276e-06,2.28074e-06,0,0,
1.551,-2.37183e-06,2.27986e-06,0,0,-2.26751e-06,2.36054e-06,0,0,-2.26605e-06,2.358e-06,0,0,-2.37266e-06,2.28085e-06,0,0,
1.552,-2.37173e-06,2.27997e-06,0,0,-2.26762e-06,2.36043e-06,0,0,-2.26616e-06,2.35789e-06,0,0,-2.37256e-06,2.28095e-06,0,0,
1.553,-2.37163e-06,2.28008e-06,0,0,-2.26772e-06,2.36033e-06,0,0,-2.26627e-06,2.35779e-06,0,0,-2.37245e-06,2.28106e-06,0,0,
1.554,-2.37152e-06,2.28018e-06,0,0,-2.26783e-06,2.36023e-06,0,0,-2.26637e-06,2.35769e-06,0,0,-2.37235e-06,2.28117e-06,0,0,
1.555,-2.37142e-06,2.28029e-06,0,0,-2.26793e-06,2.36013e-06,0,0,-2.26648e-06,2.35759e-06,0,0,-2.37225e-06,2.28127e-06,0,0,
1.556,-2.37132e-06,2.2804e-06,0,0,-2.26804e-06,2.36003e-06,0,0,-2.26658e-06,2.35748e-06,0,0,-2.37215e-06,2.28138e-06,0,0,
1.557,-2.37122e-06,2.2805e-06,0,0,-2.26815e-06,2.35992e-06,0,0,-2.26669e-06,2.35738e-06,0,0,-2.37205e-06,2.28148e-06,0,0,
1.558,-2.37112e-06,2.28061e-06,0,0,-2.26825e-06,2.35982e-06,0,0,-2.26679e-06,2.35728e-06,0,0,-2.37194e-06,2.28159e-06,0,0,
1.559,-2.37102e-06,2.28071e-06,0,0,-2.26836e-06,2.35972e-06,0,0,-2.2669e-06,2.35718e-06,0,0,-2.37184e-06,2.28169e-06,0,0,
1.56,-2.37091e-06,2.28082e-06,0,0,-2.26846e-06,2.35962e-06,0,0,-2.267e-06,2.35708e-06,0,0,-2.37174e-06,2.2818e-06,0,0,
1.561,-2.37081e-06,2.28092e-06,0,0,-2.26857e-06,2.35952e-06,0,0,-2.26711e-06,2.35698e-06,0,0,-2.37164e-06,2.2819e-06,0,0,
1.562,-2.37071e-06,2.28103e-06,0,0,-2.26867e-06,2.35942e-06,0,0,-2.26721e-06,2.35688e-06,0,0,-2.37154e-06,2.28201e-06,0,0,
1.563,-2.37061e-06,2.28113e-06,0,0,-2.26877e-06,2.35932e-06,0,0,-2.26732e-06,2.35678e-06,0,0,-2.37144e-06,2.28211e-06,0,0,
1.564,-2.37051e-06,2.28123e-06,0,0,-2.26888e-06,2.35922e-06,0,0,-2.26742e-06,2.35668e-06,0,0,-2.37134e-06,2.28222e-06,0,0,
1.565,-2.37041e-06,2.28134e-06,0,0,-2.26898e-06,2.35912e-06,0,0,-2.26753e-06,2.35658e-06,0,0,-2.37124e-06,2.28232e-06,0,0,
1.566,-2.37031e-06,2.28144e-06,0,0,-2.26908e-06,2.35902e-06,0,0,-2.26763e-06,2.35648e-06,0,0,-2.37114e-06,2.28242e-06,0,0,
1.567,-2.37021e-06,2.28154e-06,0,0,-2.26919e-06,2.35892e-06,0,0,-2.26773e-06,2.35638e-06,0,0,-2.37104e-06,2.28253e-06,0,0,
1.568,-2.37011e-06,2.28165e-06,0,0,-2.26929e-06,2.35883e-06,0,0,-2.26783e-06,2.35628e-06,0,0,-2.37094e-06,2.28263e-06,0,0,
1.569,-2.37002e-06,2.28175e-06,0,0,-2.26939e-06,2.35873e-06,0,0,-2.26794e-06,2.35618e-06,0,0,-2.37084e-06,2.28273e-06,0,0,
1.57,-2.36992e-06,2.28185e-06,0,0,-2.2695e-06,2.35863e-06,0,0,-2.26804e-06,2.35608e-06,0,0,-2.37075e-06,2.28284e-06,0,0,
1.571,-2.36982e-06,2.28195e-06,0,0,-2.2696e-06,2.35853e-06,0,0,-2.26814e-06,2.35598e-06,0,0,-2.37065e-06,2.28294e-06,0,0,
1.572,-2.36972e-06,2.28206e-06,0,0,-2.2697e-06,2.35843e-06,0,0,-2.26824e-06,2.35589e-06,0,0,-2.37055e-06,2.28304e-06,0,0,
1.573,-2.36962e-06,2.28216e-06,0,0,-2.2698e-06,2.35834e-06,0,0,-2.26835e-06,2.35579e-06,0,0,-2.37045e-06,2.28314e-06,0,0,
1.574,-2.36953e-06,2.28226e-06,0,0,-2.2699e-06,2.35824e-06,0,0,-2.26845e-06,2.35569e-06,0,0,-2.37035e-06,2.28324e-06,0,0,
1.575,-2.36943e-06,2.28236e-06,0,0,-2.27e-06,2.35814e-06,0,0,-2.26855e-06,2.35559e-06,0,0,-2.37026e-06,2.28335e-06,0,0,
1.576,-2.36933e-06,2.28246e-06,0,0,-2.2701e-06,2.35805e-06,0,0,-2.26865e-06,2.3555e-06,0,0,-2.37016e-06,2.28345e-06,0,0,
1.577,-2.36923e-06,2.28256e-06,0,0,-2.27021e-06,2.35795e-06,0,0,-2.26875e-06,2.3554e-06,0,0,-2.37006e-06,2.28355e-06,0,0,
1.578,-2.36914e-06,2.28266e-06,0,0,-2.27031e-06,2.35785e-06,0,0,-2.26885e-06,2.3553e-06,0,0,-2.36997e-06,2.28365e-06,0,0,
1.579,-2.36904e-06,2.28276e-06,0,0,-2.27041e-06,2.35776e-06,0,0,-2.26895e-06,2.35521e-06,0,0,-2.36987e-06,2.28375e-06,0,0,
1.58,-2.36895e-06,2.28286e-06,0,0,-2.27051e-06,2.35766e-06,0,0,-2.26905e-06,2.35511e-06,0,0,-2.36978e-06,2.28385e-06,0,0,
1.581,-2.36885e-06,2.28296e-06,0,0,-2.27061e-06,2.35757e-06,0,0,-2.26915e-06,2.35501e-06,0,0,-2.36968e-06,2.28395e-06,0,0,
1.582,-2.36875e-06,2.28306e-06,0,0,-2.27071e-06,2.35747e-06,0,0,-2.26925e-06,2.35492e-06,0,0,-2.36958e-06,2.28405e-06,0,0,
1.583,-2.36866e-06,2.28316e-06,0,0,-2.2708e-06,2.35738e-06,0,0,-2.26935e-06,2.35482e-06,0,0,-2.36949e-06,2.28415e-06,0,0,
1.584,-2.36856e-06,2.28326e-06,0,0,-2.2709e-06,2.35728e-06,0,0,-2.26945e-06,2.35473e-06,0,0,-2.36939e-06,2.28425e-06,0,0,
1.585,-2.36847e-06,2.28336e-06,0,0,-2.271e-06,2.35719e-06,0,0,-2.26955e-06,2.35463e-06,0,0,-2.3693e-06,2.28435e-06,0,0,
1.586,-2.36838e-06,2.28346e-06,0,0,-2.2711e-06,2.35709e-06,0,0,-2.26965e-06,2.35454e-06,0,0,-2.3692e-06,2.28444e-06,0,0,
1.587,-2.36828e-06,2.28356e-06,0,0,-2.2712e-06,2.357e-06,0,0,-2.26975e-06,2.35444e-06,0,0,-2.36911e-06,2.28454e-06,0,0,
1.588,-2.36819e-06,2.28366e-06,0,0,-2.2713e-06,2.35691e-06,0,0,-2.26985e-06,2.35435e-06,0,0,-2.36902e-06,2.28464e-06,0,0,
1.589,-2.36809e-06,2.28375e-06,0,0,-2.2714e-06,2.35681e-06,0,0,-2.26994e-06,2.35426e-06,0,0,-2.36892e-06,2.28474e-06,0,0,
1.59,-2.368e-06,2.28385e-06,0,0,-2.27149e-06,2.35672e-06,0,0,-2.27004e-06,2.35416e-06,0,0,-2.36883e-06,2.28484e-06,0,0,
1.591,-2.36791e-06,2.28395e-06,0,0,-2.27159e-06,2.35663e-06,0,0,-2.27014e-06,2.35407e-06,0,0,-2.36874e-06,2.28494e-06,0,0,
1.592,-2.36781e-06,2.28405e-06,0,0,-2.27169e-06,2.35653e-06,0,0,-2.27024e-06,2.35398e-06,0,0,-2.36864e-06,2.28503e-06,0,0,
1.593,-2.36772e-06,2.28414e-06,0,0,-2.27179e-06,2.35644e-06,0,0,-2.27033e-06,2.35388e-06,0,0,-2.36855e-06,2.28513e-06,0,0,
1.594,-2.36763e-06,2.28424e-06,0,0,-2.27188e-06,2.35635e-06,0,0,-2.27043e-06,2.35379e-06,0,0,-2.36846e-06,2.28523e-06,0,0,
1.595,-2.36753e-06,2.28434e-06,0,0,-2.27198e-06,2.35626e-06,0,0,-2.27053e-06,2.3537e-06,0,0,-2.36836e-06,2.28532e-06,0,0,
1.596,-2.36744e-06,2.28443e-06,0,0,-2.27208e-06,2.35616e-06,0,0,-2.27062e-06,2.35361e-06,0,0,-2.36827e-06,2.28542e-06,0,0,
1.597,-2.36735e-06,2.28453e-06,0,0,-2.27217e-06,2.35607e-06,0,0,-2.27072e-06,2.35351e-06,0,0,-2.36818e-06,2.28552e-06,0,0,
1.598,-2.36726e-06,2.28463e-06,0,0,-2.27227e-06,2.35598e-06,0,0,-2.27082e-06,2.35342e-06,0,0,-2.36809e-06,2.28561e-06,0,0,
1.599,-2.36717e-06,2.28472e-06,0,0,-2.27236e-06,2.35589e-06,0,0,-2.27091e-06,2.35333e-06,0,0,-2.368e-06,2.28571e-06,0,0,
1.6,-2.36708e-06,2.28482e-06,0,0,-2.27246e-06,2.3558e-06,0,0,-2.27101e-06,2.35324e-06,0,0,-2.36791e-06,2.2858e-06,0,0,
1.601,-2.36698e-06,2.28491e-06,0,0,-2.27255e-06,2.35571e-06,0,0,-2.2711e-06,2.35315e-06,0,0,-2.36781e-06,2.2859e-06,0,0,
1.602,-2.36689e-06,2.28501e-06,0,0,-2.27265e-06,2.35562e-06,0,0,-2.2712e-06,2.35306e-06,0,0,-2.36772e-06,2.28599e-06,0,0,
1.603,-2.3668e-06,2.2851e-06,0,0,-2.27274e-06,2.35553e-06,0,0,-2.27129e-06,2.35297e-06,0,0,-2.36763e-06,2.28609e-06,0,0,
1.604,-2.36671e-06,2.2852e-06,0,0,-2.27284e-06,2.35544e-06,0,0,-2.27139e-06,2.35288e-06,0,0,-2.36754e-06,2.28618e-06,0,0,
1.605,-2.36662e-06,2.28529e-06,0,0,-2.27293e-06,2.35535e-06,0,0,-2.27148e-06,2.35279e-06,0,0,-2.36745e-06,2.28628e-06,0,0,
1.606,-2.36653e-06,2.28539e-06,0,0,-2.27303e-06,2.35526e-06,0,0,-2.27158e-06,2.3527e-06,0,0,-2.36736e-06,2.28637e-06,0,0,
1.607,-2.36644e-06,2.28548e-06,0,0,-2.27312e-06,2.35517e-06,0,0,-2.27167e-06,2.35261e-06,0,0,-2.36727e-06,2.28647e-06,0,0,
1.608,-2.36635e-06,2.28557e-06,0,0,-2.27322e-06,2.35508e-06,0,0,-2.27176e-06,2.35252e-06,0,0,-2.36718e-06,2.28656e-06,0,0,
1.609,-2.36626e-06,2.28567e-06,0,0,-2.27331e-06,2.35499e-06,0,0,-2.27186e-06,2.35243e-06,0,0,-2.36709e-06,2.28665e-06,0,0,
1.61,-2.36617e-06,2.28576e-06,0,0,-2.2734e-06,2.3549e-06,0,0,-2.27195e-06,2.35234e-06,0,0,-2.36701e-06,2.28675e-06,0,0,
1.611,-2.36609e-06,2.28585e-06,0,0,-2.2735e-06,2.35481e-06,0,0,-2.27205e-06,2.35225e-06,0,0,-2.36692e-06,2.28684e-06,0,0,
1.612,-2.366e-06,2.28595e-06,0,0,-2.27359e-06,2.35473e-06,0,0,-2.27214e-06,2.35216e-06,0,0,-2.36683e-06,2.28693e-06,0,0,
1.613,-2.36591e-06,2.28604e-06,0,0,-2.27368e-06,2.35464e-06,0,0,-2.27223e-06,2.35207e-06,0,0,-2.36674e-06,2.28703e-06,0,0,
1.614,-2.36582e-06,2.28613e-06,0,0,-2.27377e-06,2.35455e-06,0,0,-2.27232e-06,2.35198e-06,0,0,-2.36665e-06,2.28712e-06,0,0,
1.615,-2.36573e-06,2.28622e-06,0,0,-2.27387e-06,2.35446e-06,0,0,-2.27242e-06,2.3519e-06,0,0,-2.36656e-06,2.28721e-06,0,0,
1.616,-2.36565e-06,2.28632e-06,0,0,-2.27396e-06,2.35437e-06,0,0,-2.27251e-06,2.35181e-06,0,0,-2.36648e-06,2.2873e-06,0,0,
1.617,-2.36556e-06,2.28641e-06,0,0,-2.27405e-06,2.35429e-06,0,0,-2.2726e-06,2.35172e-06,0,0,-2.36639e-06,2.2874e-06,0,0,
1.618,-2.36547e-06,2.2865e-06,0,0,-2.27414e-06,2.3542e-06,0,0,-2.27269e-06,2.35163e-06,0,0,-2.3663e-06,2.28749e-06,0,0,
1.619,-2.36538e-06,2.28659e-06,0,0,-2.27423e-06,2.35411e-06,0,0,-2.27278e-06,2.35155e-06,0,0,-2.36621e-06,2.28758e-06,0,0,
1.62,-2.3653e-06,2.28668e-06,0,0,-2.27432e-06,2.35403e-06,0,0,-2.27288e-06,2.35146e-06,0,0,-2.36613e-06,2.28767e-06,0,0,
1.621,-2.36521e-06,2.28677e-06,0,0,-2.27441e-06,2.35394e-06,0,0,-2.27297e-06,2.35137e-06,0,0,-2.36604e-06,2.28776e-06,0,0,
1.622,-2.36512e-06,2.28686e-06,0,0,-2.27451e-06,2.35385e-06,0,0,-2.27306e-06,2.35129e-06,0,0,-2.36595e-06,2.28785e-06,0,0,
1.623,-2.36504e-06,2.28696e-06,0,0,-2.2746e-06,2.35377e-06,0,0,-2.27315e-06,2.3512e-06,0,0,-2.36587e-06,2.28794e-06,0,0,
1.624,-2.36495e-06,2.28705e-06,0,0,-2.27469e-06,2.35368e-06,0,0,-2.27324e-06,2.35111e-06,0,0,-2.36578e-06,2.28803e-06,0,0,
1.625,-2.36487e-06,2.28714e-06,0,0,-2.27478e-06,2.3536e-06,0,0,-2.27333e-06,2.35103e-06,0,0,-2.3657e-06,2.28812e-06,0,0,
1.626,-2.36478e-06,2.28723e-06,0,0,-2.27487e-06,2.35351e-06,0,0,-2.27342e-06,2.35094e-06,0,0,-2.36561e-06,2.28821e-06,0,0,
1.627,-2.36469e-06,2.28732e-06,0,0,-2.27496e-06,2.35343e-06,0,0,-2.27351e-06,2.35086e-06,0,0,-2.36553e-06,2.2883e-06,0,0,
1.628,-2.36461e-06,2.28741e-06,0,0,-2.27505e-06,2.35334e-06,0,0,-2.2736e-06,2.35077e-06,0,0,-2.36544e-06,2.28839e-06,0,0,
1.629,-2.36452e-06,2.28749e-06,0,0,-2.27513e-06,2.35326e-06,0,0,-2.27369e-06,2.35069e-06,0,0,-2.36536e-06,2.28848e-06,0,0,
1.63,-2.36444e-06,2.28758e-06,0,0,-2.27522e-06,2.35317e-06,0,0,-2.27378e-06,2.3506e-06,0,0,-2.36527e-06,2.28857e-06,0,0,
1.631,-2.36436e-06,2.28767e-06,0,0,-2.27531e-06,2.35309e-06,0,0,-2.27387e-06,2.35052e-06,0,0,-2.36519e-06,2.28866e-06,0,0,
1.632,-2.36427e-06,2.28776e-06,0,0,-2.2754e-06,2.35301e-06,0,0,-2.27395e-06,2.35043e-06,0,0,-2.3651e-06,2.28875e-06,0,0,
1.633,-2.36419e-06,2.28785e-06,0,0,-2.27549e-06,2.35292e-06,0,0,-2.27404e-06,2.35035e-06,0,0,-2.36502e-06,2.28884e-06,0,0,
1.634,-2.3641e-06,2.28794e-06,0,0,-2.27558e-06,2.35284e-06,0,0,-2.27413e-06,2.35027e-06,0,0,-2.36493e-06,2.28893e-06,0,0,
1.635,-2.36402e-06,2.28803e-06,0,0,-2.27567e-06,2.35275e-06,0,0,-2.27422e-06,2.35018e-06,0,0,-2.36485e-06,2.28902e-06,0,0,
1.636,-2.36394e-06,2.28811e-06,0,0,-2.27575e-06,2.35267e-06,0,0,-2.27431e-06,2.3501e-06,0,0,-2.36477e-06,2.2891e-06,0,0,
1.637,-2.36385e-06,2.2882e-06,0,0,-2.27584e-06,2.35259e-06,0,0,-2.2744e-06,2.35002e-06,0,0,-2.36468e-06,2.28919e-06,0,0,
1.638,-2.36377e-06,2.28829e-06,0,0,-2.27593e-06,2.35251e-06,0,0,-2.27448e-06,2.34993e-06,0,0,-2.3646e-06,2.28928e-06,0,0,
1.639,-2.36369e-06,2.28838e-06,0,0,-2.27602e-06,2.35242e-06,0,0,-2.27457e-06,2.34985e-06,0,0,-2.36452e-06,2.28937e-06,0,0,
1.64,-2.3636e-06,2.28846e-06,0,0,-2.2761e-06,2.35234e-06,0,0,-2.27466e-06,2.34977e-06,0,0,-2.36444e-06,2.28945e-06,0,0,
1.641,-2.36352e-06,2.28855e-06,0,0,-2.27619e-06,2.35226e-06,0,0,-2.27475e-06,2.34968e-06,0,0,-2.36435e-06,2.28954e-06,0,0,
1.642,-2.36344e-06,2.28864e-06,0,0,-2.27628e-06,2.35218e-06,0,0,-2.27483e-06,2.3496e-06,0,0,-2.36427e-06,2.28963e-06,0,0,
1.643,-2.36336e-06,2.28872e-06,0,0,-2.27636e-06,2.35209e-06,0,0,-2.27492e-06,2.34952e-06,0,0,-2.36419e-06,2.28971e-06,0,0,
1.644,-2.36327e-06,2.28881e-06,0,0,-2.27645e-06,2.35201e-06,0,0,-2.27501e-06,2.34944e-06,0,0,-2.36411e-06,2.2898e-06,0,0,
1.645,-2.36319e-06,2.2889e-06,0,0,-2.27654e-06,2.35193e-06,0,0,-2.27509e-06,2.34936e-06,0,0,-2.36403e-06,2.28989e-06,0,0,
1.646,-2.36311e-06,2.28898e-06,0,0,-2.27662e-06,2.35185e-06,0,0,-2.27518e-06,2.34927e-06,0,0,-2.36394e-06,2.28997e-06,0,0,
1.647,-2.36303e-06,2.28907e-06,0,0,-2.27671e-06,2.35177e-06,0,0,-2.27526e-06,2.34919e-06,0,0,-2.36386e-06,2.29006e-06,0,0,
1.648,-2.36295e-06,2.28915e-06,0,0,-2.27679e-06,2.35169e-06,0,0,-2.27535e-06,2.34911e-06,0,0,-2.36378e-06,2.29014e-06,0,0,
1.649,-2.36287e-06,2.28924e-06,0,0,-2.27688e-06,2.35161e-06,0,0,-2.27543e-06,2.34903e-06,0,0,-2.3637e-06,2.29023e-06,0,0,
1.65,-2.36279e-06,2.28932e-06,0,0,-2.27696e-06,2.35153e-06,0,0,-2.27552e-06,2.34895e-06,0,0,-2.36362e-06,2.29031e-06,0,0,
1.651,-2.36271e-06,2.28941e-06,0,0,-2.27705e-06,2.35145e-06,0,0,-2.2756e-06,2.34887e-06,0,0,-2.36354e-06,2.2904e-06,0,0,
1.652,-2.36263e-06,2.28949e-06,0,0,-2.27713e-06,2.35137e-06,0,0,-2.27569e-06,2.34879e-06,0,0,-2.36346e-06,2.29048e-06,0,0,
1.653,-2.36255e-06,2.28958e-06,0,0,-2.27722e-06,2.35129e-06,0,0,-2.27577e-06,2.34871e-06,0,0,-2.36338e-06,2.29057e-06,0,0,
1.654,-2.36247e-06,2.28966e-06,0,0,-2.2773e-06,2.35121e-06,0,0,-2.27586e-06,2.34863e-06,0,0,-2.3633e-06,2.29065e-06,0,0,
1.655,-2.36239e-06,2.28975e-06,0,0,-2.27739e-06,2.35113e-06,0,0,-2.27594e-06,2.34855e-06,0,0,-2.36322e-06,2.29074e-06,0,0,
1.656,-2.36231e-06,2.28983e-06,0,0,-2.27747e-06,2.35105e-06,0,0,-2.27603e-06,2.34847e-06,0,0,-2.36314e-06,2.29082e-06,0,0,
1.657,-2.36223e-06,2.28992e-06,0,0,-2.27755e-06,2.35097e-06,0,0,-2.27611e-06,2.34839e-06,0,0,-2.36306e-06,2.29091e-06,0,0,
1.658,-2.36215e-06,2.29e-06,0,0,-2.27764e-06,2.35089e-06,0,0,-2.27619e-06,2.34831e-06,0,0,-2.36298e-06,2.29099e-06,0,0,
1.659,-2.36207e-06,2.29008e-06,0,0,-2.27772e-06,2.35081e-06,0,0,-2.27628e-06,2.34823e-06,0,0,-2.3629e-06,2.29107e-06,0,0,
1.66,-2.36199e-06,2.29017e-06,0,0,-2.2778e-06,2.35074e-06,0,0,-2.27636e-06,2.34815e-06,0,0,-2.36282e-06,2.29116e-06,0,0,
1.661,-2.36191e-06,2.29025e-06,0,0,-2.27789e-06,2.35066e-06,0,0,-2.27644e-06,2.34808e-06,0,0,-2.36275e-06,2.29124e-06,0,0,
1.662,-2.36184e-06,2.29033e-06,0,0,-2.27797e-06,2.35058e-06,0,0,-2.27653e-06,2.348e-06,0,0,-2.36267e-06,2.29132e-06,0,0,
1.663,-2.36176e-06,2.29041e-06,0,0,-2.27805e-06,2.3505e-06,0,0,-2.27661e-06,2.34792e-06,0,0,-2.36259e-06,2.2914e-06,0,0,
1.664,-2.36168e-06,2.2905e-06,0,0,-2.27813e-06,2.35042e-06,0,0,-2.27669e-06,2.34784e-06,0,0,-2.36251e-06,2.29149e-06,0,0,
1.665,-2.3616e-06,2.29058e-06,0,0,-2.27822e-06,2.35035e-06,0,0,-2.27677e-06,2.34776e-06,0,0,-2.36243e-06,2.29157e-06,0,0,
1.666,-2.36152e-06,2.29066e-06,0,0,-2.2783e-06,2.35027e-06,0,0,-2.27686e-06,2.34769e-06,0,0,-2.36236e-06,2.29165e-06,0,0,
1.667,-2.36145e-06,2.29074e-06,0,0,-2.27838e-06,2.35019e-06,0,0,-2.27694e-06,2.34761e-06,0,0,-2.36228e-06,2.29173e-06,0,0,
1.668,-2.36137e-06,2.29082e-06,0,0,-2.27846e-06,2.35011e-06,0,0,-2.27702e-06,2.34753e-06,0,0,-2.3622e-06,2.29181e-06,0,0,
1.669,-2.36129e-06,2.29091e-06,0,0,-2.27854e-06,2.35004e-06,0,0,-2.2771e-06,2.34745e-06,0,0,-2.36212e-06,2.2919e-06,0,0,
1.67,-2.36122e-06,2.29099e-06,0,0,-2.27862e-06,2.34996e-06,0,0,-2.27718e-06,2.34738e-06,0,0,-2.36205e-06,2.29198e-06,0,0,
1.671,-2.36114e-06,2.29107e-06,0,0,-2.2787e-06,2.34988e-06,0,0,-2.27726e-06,2.3473e-06,0,0,-2.36197e-06,2.29206e-06,0,0,
1.672,-2.36106e-06,2.29115e-06,0,0,-2.27879e-06,2.34981e-06,0,0,-2.27735e-06,2.34722e-06,0,0,-2.36189e-06,2.29214e-06,0,0,
1.673,-2.36099e-06,2.29123e-06,0,0,-2.27887e-06,2.34973e-06,0,0,-2.27743e-06,2.34715e-06,0,0,-2.36182e-06,2.29222e-06,0,0,
1.674,-2.36091e-06,2.29131e-06,0,0,-2.27895e-06,2.34966e-06,0,0,-2.27751e-06,2.34707e-06,0,0,-2.36174e-06,2.2923e-06,0,0,
1.675,-2.36083e-06,2.29139e-06,0,0,-2.27903e-06,2.34958e-06,0,0,-2.27759e-06,2.347e-06,0,0,-2.36167e-06,2.29238e-06,0,0,
1.676,-2.36076e-06,2.29147e-06,0,0,-2.27911e-06,2.34951e-06,0,0,-2.27767e-06,2.34692e-06,0,0,-2.36159e-06,2.29246e-06,0,0,
1.677,-2.36068e-06,2.29155e-06,0,0,-2.27919e-06,2.34943e-06,0,0,-2.27775e-06,2.34684e-06,0,0,-2.36152e-06,2.29254e-06,0,0,
