time,A_phi_r,A_phi_l,A_trq_r,A_trq_l,A_dist,B_phi_r,B_phi_l,B_trq_r,B_trq_l,B_dist,C_phi_r,C_phi_l,C_trq_r,C_trq_l,C_dist,D_phi_r,D_phi_l,D_trq_r,D_trq_l,D_dist,pos_x,pos_y,pos_z,ori_x,ori_y,ori_z,ori_w,vel_x,vel_y,vel_z,vel_rx,vel_ry,vel_rz,acc_x,acc_y,acc_z
1.059,0.0687709,0.0418385,2.28127,-2.10306,0.112893,0.170568,0.15277,2.16309,-1.88856,0.112742,0.0406147,0.0228169,2.06521,-2.16609,0.112737,0.151546,0.124614,2.25078,-2.02539,0.112889,-0.0300008,6.21609e-08,0.113848,0.000472513,-5.73972e-06,-3.81229e-06,1,4.4601e-05,-1.18897e-07,0.0269853,0.0321092,-0.0037762,-0.000426315,0.00505696,0.00894778,-0.240649
1.06,0.0706291,0.042969,2.25773,-2.08435,0.112923,0.175177,0.156898,1.92028,-1.6628,0.112766,0.0417122,0.0234334,2.10387,-2.21007,0.11276,0.155641,0.127981,2.08413,-1.88035,0.112917,-0.0300008,6.21556e-08,0.113872,0.000489024,-7.68685e-06,-4.03464e-06,1,4.93418e-05,-1.85791e-07,0.0263105,0.0330226,-0.00389434,-0.000443036,0.0048812,0.00886775,-0.674878
1.061,0.0724987,0.0441063,2.32599,-2.15305,0.112952,0.179814,0.161051,1.8443,-1.59452,0.11279,0.0428164,0.0240536,2.2244,-2.31926,0.112783,0.159761,0.131368,2.04766,-1.84126,0.112945,-0.0300008,6.21502e-08,0.113897,0.000506292,-9.23932e-06,-4.26345e-06,1,5.61671e-05,-2.29755e-07,0.0257238,0.0345373,-0.00310503,-0.000456366,0.0069957,0.00929553,-0.58667
1.062,0.0743792,0.0452503,2.60725,-2.42084,0.11298,0.184478,0.165228,1.68919,-1.45905,0.112813,0.043927,0.0246775,2.60754,-2.79008,0.112806,0.163905,0.134776,1.91128,-1.71774,0.112972,-0.0300008,6.21446e-08,0.113921,0.000520052,-9.47634e-06,-4.49256e-06,1,6.49781e-05,-5.6324e-07,0.0255742,0.0275194,-0.000474149,-0.000458232,0.0089939,0.00971429,-0.149596
1.063,0.0762703,0.0464008,2.59498,-2.44686,0.113008,0.189168,0.169429,1.54982,-1.37225,0.112836,0.0450438,0.0253049,2.32313,-2.39761,0.112828,0.168072,0.138203,1.68777,-1.55382,0.112999,-0.0300008,6.21389e-08,0.113944,0.000535649,-1.0565e-05,-4.73726e-06,1,7.10975e-05,-5.26757e-07,0.0247186,0.0311938,-0.00217745,-0.000488567,0.00630862,0.00962939,-0.855657
1.064,0.0781718,0.0475576,2.70814,-2.55569,0.113035,0.193884,0.173653,1.44418,-1.27425,0.112857,0.0461668,0.0259358,2.61725,-2.59389,0.112849,0.172262,0.141648,1.7352,-1.55816,0.113026,-0.0300008,6.21331e-08,0.113967,0.000551934,-1.10214e-05,-4.99396e-06,1,7.62017e-05,-5.77408e-07,0.0242007,0.0325706,-0.00091298,-0.000513267,0.00530896,0.0102068,-0.517843
1.065,0.0800832,0.0487204,2.75904,-2.64729,0.113062,0.198625,0.177899,1.99496,-1.7204,0.112881,0.0472956,0.0265699,2.45205,-2.48089,0.112871,0.176474,0.145111,1.99286,-1.82758,0.113051,-0.0300008,6.2127e-08,0.11399,0.000564802,-1.35811e-05,-5.25227e-06,1,9.26226e-05,-8.67531e-07,0.0245441,0.0257355,-0.00511955,-0.000514075,0.0166967,0.0111792,0.343334
1.066,0.0820043,0.0498891,2.7347,-2.63459,0.113091,0.203389,0.182166,2.05591,-1.73845,0.112906,0.0484302,0.0272073,2.51116,-2.46838,0.112893,0.180708,0.148592,2.1589,-1.97817,0.113076,-0.0300008,6.21208e-08,0.114014,0.000574885,-1.73907e-05,-5.52275e-06,1,9.99068e-05,-1.09096e-06,0.0251512,0.0201662,-0.00761925,-0.00053692,0.00764651,0.0117538,0.607106
1.067,0.0839348,0.0510636,2.78374,-2.63413,0.113118,0.208178,0.186455,1.06809,-0.856204,0.112928,0.0495704,0.0278477,2.82967,-2.7046,0.112915,0.184962,0.15209,1.73425,-1.52506,0.113103,-0.0300008,6.21144e-08,0.114037,0.000590773,-1.79707e-05,-5.80949e-06,1,9.27192e-05,-8.54892e-07,0.0244389,0.0317747,-0.00116021,-0.000573375,-0.00686081,0.0109856,-0.712295
1.068,0.0858744,0.0522435,2.91525,-2.81924,0.113145,0.212988,0.190763,1.48509,-1.23181,0.11295,0.0507159,0.0284912,2.81071,-2.71656,0.112936,0.189236,0.155605,1.60912,-1.45173,0.113129,-0.0300008,6.21078e-08,0.11406,0.000604587,-1.918e-05,-6.09146e-06,1,0.000108921,-1.07343e-06,0.0242937,0.0276299,-0.00241877,-0.000563011,0.0165726,0.011468,-0.145234
1.069,0.0878229,0.0534289,2.81414,-2.77724,0.113174,0.217821,0.195092,2.45851,-2.19503,0.112977,0.0518666,0.0291377,2.49702,-2.42837,0.112959,0.19353,0.159136,2.2968,-2.15751,0.113154,-0.0300008,6.2101e-08,0.114084,0.000611803,-2.38606e-05,-6.36517e-06,1,0.000136464,-1.43949e-06,0.0257396,0.0144318,-0.00936157,-0.000542034,0.0280802,0.0134069,1.44591
1.07,0.0897799,0.0546195,2.82328,-2.74645,0.113202,0.222675,0.199439,1.27013,-1.11603,0.113002,0.0530224,0.029787,2.76277,-2.61682,0.112981,0.197842,0.162682,1.65455,-1.5399,0.11318,-0.0300008,6.20939e-08,0.114108,0.000622489,-2.74559e-05,-6.66149e-06,1,0.000124977,-1.34502e-06,0.0252833,0.0213705,-0.00719083,-0.000588752,-0.0109735,0.0117396,-0.456324
1.071,0.0917453,0.0558152,2.79311,-2.6991,0.113231,0.227549,0.203805,1.46558,-1.24317,0.113025,0.0541831,0.030439,2.8505,-2.66532,0.113004,0.202173,0.166243,2.03676,-1.88793,0.113207,-0.0300008,6.20866e-08,0.114132,0.000637193,-2.84285e-05,-6.96935e-06,1,0.000135104,-1.23681e-06,0.0255195,0.0294088,-0.00194523,-0.000615303,0.0106982,0.0129113,0.236248
1.072,0.0937187,0.0570157,2.97024,-2.9301,0.113258,0.232444,0.208189,1.07127,-0.936045,0.113049,0.0553486,0.0310937,2.91976,-2.7595,0.113026,0.206522,0.169819,1.13624,-1.08271,0.113233,-0.0300008,6.20792e-08,0.114155,0.000649507,-3.01008e-05,-7.27344e-06,1,0.000139008,-1.46875e-06,0.0246321,0.0246274,-0.00334493,-0.000606769,0.00444075,0.0113586,-0.887421
1.073,0.0957,0.058221,3.05071,-3.00482,0.113284,0.237358,0.21259,0.993654,-0.839641,0.113071,0.0565187,0.0317511,3.06137,-2.86511,0.113048,0.210888,0.173409,1.40145,-1.22875,0.113259,-0.0300008,6.20715e-08,0.114178,0.000663298,-3.0515e-05,-7.58723e-06,1,0.000146814,-1.46904e-06,0.0241415,0.0275835,-0.000828601,-0.000627855,0.00837446,0.012363,-0.49061
1.074,0.0976889,0.059431,3.14747,-3.0718,0.113311,0.242291,0.217008,1.0582,-0.882127,0.113091,0.0576933,0.0324109,3.22654,-2.97557,0.113071,0.215271,0.177012,1.84071,-1.53886,0.113287,-0.0300008,6.20636e-08,0.114201,0.00068105,-2.76155e-05,-7.91177e-06,1,0.000157179,-1.40439e-06,0.0244365,0.0355025,0.00579894,-0.000654025,0.0109232,0.013829,0.295009
1.075,0.0996851,0.0606454,3.17926,-3.16615,0.113336,0.247242,0.221442,0.848987,-0.722409,0.11311,0.0588722,0.0330732,3.24594,-3.01232,0.113094,0.21967,0.18063,1.23665,-1.04938,0.113316,-0.0300008,6.20555e-08,0.114223,0.00069799,-2.3516e-05,-8.2395e-06,1,0.000164838,-1.58112e-06,0.023935,0.0338796,0.00819882,-0.000661968,0.00809649,0.0128178,-0.501524
1.076,0.101688,0.0618642,4.29572,-4.3617,0.113364,0.252211,0.225893,0.649676,-0.587801,0.113131,0.0600554,0.0337378,3.68359,-3.48882,0.113115,0.224084,0.18426,0.909263,-0.802562,0.113344,-0.0300008,6.20471e-08,0.114247,0.000720219,-2.24661e-05,-8.58024e-06,1,0.000180993,-1.49104e-06,0.0246954,0.0444591,0.00209966,-0.000683986,0.0166304,0.0153166,0.760399
1.077,0.103699,0.0630872,3.2005,-3.23143,0.113389,0.257197,0.230358,0.537352,-0.410824,0.11315,0.0612426,0.0344048,3.51368,-3.26651,0.113138,0.228514,0.187902,0.911878,-0.742254,0.113372,-0.0300008,6.20385e-08,0.114269,0.000738694,-1.88688e-05,-8.92407e-06,1,0.000178857,-1.80957e-06,0.0237622,0.036949,0.00719435,-0.000693681,-0.00180113,0.0127958,-0.933177
1.078,0.105716,0.0643143,3.50102,-3.50948,0.113413,0.262199,0.234839,0.466484,-0.334429,0.113168,0.0624339,0.035074,3.70081,-3.42986,0.113161,0.232959,0.191557,0.912378,-0.74925,0.113401,-0.0300008,6.20295e-08,0.114291,0.000756978,-1.30082e-05,-9.27949e-06,1,0.000189099,-1.89965e-06,0.0232958,0.036569,0.011721,-0.000720186,0.0104841,0.0140558,-0.466503
1.079,0.107739,0.0655453,3.61372,-3.66883,0.113436,0.267218,0.239334,0.489962,-0.35832,0.113185,0.0636289,0.0357453,3.74083,-3.48372,0.113184,0.237418,0.195224,0.800345,-0.669283,0.113429,-0.0300008,6.20203e-08,0.114312,0.000774248,-6.00087e-06,-9.64104e-06,1,0.000201935,-2.02942e-06,0.0229438,0.0345397,0.0140144,-0.00073416,0.0129493,0.0145162,-0.351953
1.08,0.109769,0.0667802,3.74611,-3.84374,0.113459,0.272253,0.243843,0.585035,-0.458516,0.113203,0.0648277,0.0364188,3.76563,-3.52929,0.113207,0.241891,0.198902,0.699578,-0.604063,0.113457,-0.0300008,6.20108e-08,0.114334,0.000788942,4.93119e-07,-1.00045e-05,1,0.000215838,-2.17065e-06,0.0228305,0.0293879,0.0129877,-0.000737081,0.0138937,0.0151592,-0.113344
1.081,0.111805,0.0680189,4.16429,-4.37384,0.113483,0.277303,0.248366,1.96324,-1.6579,0.113231,0.0660302,0.0370943,4.13671,-3.93203,0.113235,0.246378,0.202591,1.37051,-1.31385,0.113482,-0.0300008,6.2001e-08,0.114358,0.000781103,1.91663e-06,-1.03552e-05,1,0.000255253,-2.46927e-06,0.0261765,-0.0156773,0.00284632,-0.000703676,0.0393641,0.0202536,3.34596
1.082,0.113847,0.0692611,3.6992,-3.90428,0.113511,0.282367,0.252902,1.00757,-0.923173,0.113258,0.0672361,0.0377718,3.08491,-2.96076,0.11326,0.250878,0.206291,1.01399,-1.01427,0.113507,-0.0300008,6.19908e-08,0.114383,0.000779791,-8.66992e-07,-1.07191e-05,1,0.000247004,-2.35701e-06,0.026345,-0.00262518,-0.00556784,-0.000723599,-0.00823129,0.0156747,0.168531
1.083,0.115895,0.0705069,3.57682,-3.75245,0.113539,0.287446,0.257451,0.770105,-0.663943,0.113286,0.0684455,0.0384511,3.31482,-3.14049,0.113284,0.25539,0.210002,0.858799,-0.83142,0.113532,-0.0300008,6.19803e-08,0.114408,0.000780892,-5.54831e-06,-1.10906e-05,1,0.000245097,-2.37047e-06,0.0261127,0.00220305,-0.00936318,-0.000735644,-0.00180066,0.0149449,-0.232282
1.084,0.117948,0.0717561,3.56501,-3.72962,0.113567,0.292539,0.262012,0.555434,-0.452303,0.113313,0.0696582,0.0391324,3.4442,-3.26062,0.113307,0.259915,0.213722,0.706898,-0.665758,0.113555,-0.0300008,6.19696e-08,0.114432,0.000783427,-1.10278e-05,-1.14685e-05,1,0.000248239,-2.38748e-06,0.0255406,0.00506967,-0.0109595,-0.000747204,0.00334502,0.0144575,-0.572139
1.085,0.120007,0.0730086,3.58659,-3.76909,0.113594,0.297645,0.266586,0.359868,-0.252816,0.113339,0.070874,0.0398154,3.66378,-3.44721,0.11333,0.264452,0.217453,0.59868,-0.538767,0.113579,-0.0300008,6.19586e-08,0.114455,0.000786296,-1.58298e-05,-1.18572e-05,1,0.00025359,-2.41001e-06,0.0248348,0.00573719,-0.0096045,-0.000769985,0.00563907,0.0142948,-0.705794
1.086,0.122071,0.0742643,3.71605,-3.89276,0.113621,0.302764,0.271171,0.199886,-0.0967983,0.113364,0.072093,0.0405002,3.83225,-3.60719,0.113352,0.269,0.221193,0.45051,-0.387634,0.113602,-0.0300008,6.19473e-08,0.114478,0.000790144,-1.96931e-05,-1.22521e-05,1,0.000261013,-2.43088e-06,0.0240749,0.00769651,-0.00772722,-0.000783924,0.00777997,0.014281,-0.759957
1.087,0.12414,0.0755231,3.83007,-4.05845,0.113646,0.307896,0.275767,0.0679374,0.0302029,0.113388,0.073315,0.0411867,3.96474,-3.74399,0.113373,0.27356,0.224942,0.310999,-0.244159,0.113624,-0.0300008,6.19358e-08,0.114499,0.000794464,-2.25941e-05,-1.26551e-05,1,0.000270676,-2.45906e-06,0.023276,0.00864074,-0.00580239,-0.000801495,0.0100694,0.0142902,-0.798855
1.088,0.126214,0.0767849,4.21312,-4.34383,0.113671,0.31304,0.280374,-0.0528417,0.132338,0.113411,0.07454,0.0418748,4.15753,-3.97016,0.113394,0.27813,0.2287,0.131385,-0.0739525,0.113647,-0.0300008,6.1924e-08,0.114521,0.000800649,-2.57673e-05,-1.30548e-05,1,0.000280033,-2.49388e-06,0.0227541,0.0123692,-0.00634698,-0.000794626,0.0098354,0.0148384,-0.521977
1.089,0.128293,0.0780496,4.01999,-4.30138,0.113695,0.318197,0.284993,-0.077905,0.175594,0.113433,0.0757677,0.0425645,4.23195,-4.03534,0.113414,0.282712,0.232467,0.108763,-0.0251754,0.113668,-0.0300008,6.1912e-08,0.114541,0.000805648,-2.79053e-05,-1.34667e-05,1,0.000291608,-2.53517e-06,0.0220555,0.00999941,-0.00427641,-0.000820563,0.0120838,0.0146402,-0.698548
1.09,0.130377,0.0793172,4.99779,-4.95092,0.113721,0.323364,0.289621,-0.104093,0.161243,0.113455,0.0769983,0.0432558,4.59406,-4.4378,0.113434,0.287303,0.236243,0.0553046,-0.011644,0.113691,-0.0300008,6.18996e-08,0.114562,0.000815299,-3.22075e-05,-1.38674e-05,1,0.000304243,-2.58468e-06,0.0227334,0.0193012,-0.00860482,-0.000795028,0.0133105,0.0170525,0.677818
1.091,0.132465,0.0805875,4.57319,-4.5392,0.113747,0.328543,0.29426,-0.0437401,0.170894,0.113477,0.0782315,0.0439486,4.73179,-4.48613,0.113455,0.291905,0.240026,0.6281,-0.440255,0.113717,-0.0300008,6.18868e-08,0.114585,0.000829114,-3.29927e-05,-1.42925e-05,1,0.000314224,-2.73445e-06,0.023687,0.0276306,-0.00157074,-0.000849863,0.0106902,0.0176992,0.953578
1.092,0.134557,0.0818605,4.55426,-4.39005,0.113774,0.333733,0.298908,0.0323343,0.148019,0.113496,0.0794672,0.0446428,4.78311,-4.52508,0.113479,0.296516,0.243818,1.26968,-0.979308,0.113749,-0.0300008,6.18737e-08,0.114609,0.000855039,-2.65894e-05,-1.47401e-05,1,0.000327714,-3.05688e-06,0.0254214,0.0518483,0.0128065,-0.000907562,0.0141039,0.0194203,1.73439
1.093,0.136654,0.0831361,4.25717,-4.23741,0.1138,0.338934,0.303566,-0.0630046,0.183052,0.113514,0.0807055,0.0453385,4.56849,-4.37874,0.113505,0.301136,0.247617,0.379632,-0.283579,0.113782,-0.0300008,6.18602e-08,0.114633,0.000879669,-1.68647e-05,-1.5177e-05,1,0.00033329,-3.30251e-06,0.0255804,0.0492612,0.0194495,-0.000891692,0.00591188,0.0172934,0.159024
1.094,0.138755,0.0844142,4.52567,-4.49898,0.113825,0.344144,0.308232,-0.108229,0.178891,0.113532,0.0819463,0.0460355,4.53138,-4.38591,0.113531,0.305766,0.251424,-0.00507676,0.0503428,0.113815,-0.0300008,6.18463e-08,0.114657,0.000902475,-7.39009e-06,-1.5609e-05,1,0.000343217,-3.41621e-06,0.0255764,0.0456107,0.0189491,-0.000881481,0.0100714,0.0175859,-0.00399238
1.095,0.14086,0.0856948,4.61007,-4.58112,0.113851,0.349365,0.312908,-0.118578,0.174681,0.113551,0.0831894,0.0467339,4.53257,-4.4213,0.113556,0.310404,0.255238,-0.0774018,0.124568,0.113847,-0.0300008,6.1832e-08,0.114681,0.000923738,1.07036e-06,-1.60461e-05,1,0.000354424,-3.50834e-06,0.0255969,0.0425253,0.0169208,-0.000889766,0.0111857,0.0180698,0.020476
1.096,0.142969,0.0869777,4.77038,-4.70144,0.113878,0.354595,0.317593,-0.128152,0.173772,0.11357,0.0844348,0.0474335,4.60396,-4.50401,0.113582,0.315051,0.259059,-0.100722,0.142489,0.113879,-0.0300008,6.18173e-08,0.114705,0.000943653,7.9855e-06,-1.64914e-05,1,0.000365438,-3.58498e-06,0.0258443,0.039831,0.0138301,-0.000903234,0.0108527,0.0189051,0.247388
1.097,0.145081,0.0882629,4.7632,-4.67939,0.113905,0.359835,0.322285,-0.127233,0.171904,0.113591,0.0856824,0.0481344,4.60402,-4.53037,0.113607,0.319706,0.262887,-0.101922,0.143774,0.11391,-0.0300008,6.18023e-08,0.11473,0.000962347,1.34603e-05,-1.6944e-05,1,0.000375917,-3.66322e-06,0.02609,0.0373867,0.0109493,-0.000915323,0.0102085,0.0192762,0.245689
1.098,0.147197,0.0895503,4.70276,-4.62402,0.113932,0.365084,0.326986,-0.128242,0.175337,0.113613,0.0869322,0.0488365,4.61293,-4.52854,0.113633,0.32437,0.266721,-0.0959881,0.140874,0.113941,-0.0300008,6.17868e-08,0.114754,0.000978738,1.78693e-05,-1.74073e-05,1,0.000385507,-3.6912e-06,0.0262809,0.0327824,0.00881766,-0.000934572,0.00923199,0.0195487,0.190824
1.099,0.149317,0.0908399,5.47635,-5.36779,0.113962,0.370341,0.331695,-0.160566,0.163273,0.113638,0.0881841,0.0495398,4.7661,-4.73606,0.113658,0.329041,0.270562,-0.133227,0.132693,0.113971,-0.0300008,6.17708e-08,0.11478,0.000996885,1.7952e-05,-1.78828e-05,1,0.000402018,-3.80579e-06,0.0275196,0.0362935,0.000165137,-0.000950558,0.0161141,0.0219147,1.23873
1.1,0.15144,0.0921316,4.46803,-4.35815,0.113992,0.375607,0.336412,-0.127391,0.181942,0.113663,0.089438,0.0502442,4.52483,-4.47826,0.113683,0.33372,0.274409,-0.0794468,0.132274,0.114001,-0.0300008,6.17544e-08,0.114806,0.00101003,1.80094e-05,-1.83561e-05,0.999999,0.000402983,-3.77792e-06,0.0273562,0.0262833,0.000114344,-0.000946226,0.000617509,0.0195143,-0.16341
1.101,0.153567,0.0934253,4.62652,-4.46614,0.114021,0.380881,0.341136,-0.12595,0.170568,0.113689,0.0906939,0.0509497,4.52194,-4.48405,0.113708,0.338406,0.278263,-0.0958689,0.135694,0.11403,-0.0300009,6.17374e-08,0.114832,0.00102096,1.70734e-05,-1.88355e-05,0.999999,0.00041358,-3.726e-06,0.0273728,0.0218745,-0.00187252,-0.000956526,0.0102612,0.0201174,0.0165558
1.102,0.155697,0.094721,4.71925,-4.5368,0.114051,0.386164,0.345867,-0.128956,0.165085,0.113716,0.0919517,0.0516563,4.5245,-4.50659,0.113733,0.343099,0.282122,-0.103257,0.135456,0.114058,-0.0300009,6.17201e-08,0.114858,0.00103066,1.46997e-05,-1.93215e-05,0.999999,0.000424666,-3.71359e-06,0.0274996,0.0193915,-0.00474817,-0.000966928,0.0107939,0.0204957,0.12678
1.103,0.15783,0.0960185,4.61741,-4.4493,0.114081,0.391454,0.350605,-0.127122,0.164252,0.113744,0.0932114,0.0523639,4.45912,-4.45904,0.113758,0.347799,0.285987,-0.0992994,0.133231,0.114085,-0.0300009,6.17023e-08,0.114884,0.00103865,1.1141e-05,-1.98145e-05,0.999999,0.000434593,-3.681e-06,0.0274578,0.0159788,-0.00711809,-0.000978371,0.00970869,0.0203243,-0.0418594
1.104,0.159966,0.097318,4.55574,-4.39476,0.114111,0.396751,0.355349,-0.126008,0.164189,0.113772,0.0944729,0.0530726,4.429,-4.43856,0.113782,0.352506,0.289857,-0.0967418,0.131815,0.114111,-0.0300009,6.1684e-08,0.11491,0.00104457,6.59275e-06,-2.03144e-05,0.999999,0.000444437,-3.6074e-06,0.0273274,0.0118511,-0.00909725,-0.000990162,0.00971575,0.0202961,-0.130403
1.105,0.162104,0.0986192,4.82687,-4.61905,0.114143,0.402056,0.360101,-0.131945,0.156795,0.113801,0.0957361,0.0537822,4.53168,-4.55248,0.113806,0.357219,0.293733,-0.114174,0.134958,0.114137,-0.0300009,6.16654e-08,0.114936,0.00105061,1.1389e-07,-2.082e-05,0.999999,0.000455939,-3.62158e-06,0.0276064,0.0120738,-0.0129585,-0.000997566,0.0114996,0.0211855,0.27898
1.106,0.164246,0.0999222,4.71453,-4.54327,0.114174,0.407369,0.364859,-0.130404,0.160576,0.113831,0.0970009,0.0544928,4.52601,-4.55676,0.11383,0.361939,0.297613,-0.10656,0.13425,0.114163,-0.0300009,6.16463e-08,0.114962,0.0010555,-7.67822e-06,-2.13324e-05,0.999999,0.000465507,-3.59119e-06,0.0277697,0.00978372,-0.0155851,-0.00100854,0.00972019,0.0210844,0.16328
1.107,0.166391,0.101227,4.68926,-4.53761,0.114206,0.412687,0.369622,-0.12942,0.161327,0.113862,0.0982675,0.0552043,4.54213,-4.57112,0.113854,0.366665,0.301499,-0.10559,0.134747,0.114188,-0.0300009,6.16268e-08,0.114989,0.00105903,-1.65931e-05,-2.1852e-05,0.999999,0.000475218,-3.5261e-06,0.0279344,0.00705144,-0.0178307,-0.00102043,0.0100418,0.0211924,0.164673
1.108,0.168538,0.102533,5.2957,-5.09577,0.114237,0.418013,0.374392,-0.18111,0.247882,0.113897,0.0995356,0.0559167,5.70195,-5.71567,0.113884,0.371397,0.30539,-0.0570475,0.131244,0.114213,-0.0300009,6.16068e-08,0.115017,0.0010473,-2.31863e-05,-2.23823e-05,0.999999,0.000487785,-2.43508e-06,0.0299912,-0.0234533,-0.013188,-0.00104624,0.0131169,0.0259472,2.05679
1.109,0.170688,0.103841,5.03897,-4.90293,0.114272,0.423345,0.379168,-0.113757,0.105517,0.113932,0.100805,0.0566299,4.16949,-4.30324,0.113909,0.376134,0.309286,-0.17241,0.143979,0.114239,-0.0300009,6.15863e-08,0.115046,0.00104672,-3.50631e-05,-2.29082e-05,0.999999,0.000499392,-3.15795e-06,0.0301916,-0.00115636,-0.0237548,-0.00102689,0.0123086,0.0202343,0.200336
1.11,0.17284,0.10515,4.59094,-4.49092,0.114308,0.428684,0.383949,-0.127058,0.137252,0.113967,0.102076,0.057344,4.25542,-4.33785,0.113933,0.380877,0.313186,-0.118007,0.130598,0.114263,-0.0300009,6.15655e-08,0.115074,0.00104753,-4.90326e-05,-2.34394e-05,0.999999,0.000504062,-3.31693e-06,0.0299988,0.00162256,-0.02794,-0.00103313,0.00561286,0.0199901,-0.192767
1.111,0.174995,0.106461,4.47056,-4.38895,0.114344,0.434028,0.388736,-0.125879,0.150415,0.114003,0.103349,0.058059,4.31791,-4.38442,0.113957,0.385626,0.31709,-0.103791,0.128372,0.114287,-0.0300009,6.15442e-08,0.115102,0.00104725,-6.41181e-05,-2.39768e-05,0.999999,0.000512212,-3.24157e-06,0.0297436,-0.000569109,-0.030172,-0.00104325,0.00937465,0.0200882,-0.255259
1.112,0.177152,0.107774,4.51545,-4.43166,0.114379,0.439379,0.393528,-0.126747,0.150951,0.114039,0.104623,0.0587747,4.34258,-4.42055,0.11398,0.39038,0.320999,-0.105917,0.128238,0.11431,-0.0300009,6.15225e-08,0.11513,0.00104603,-8.04259e-05,-2.45189e-05,0.999999,0.000522424,-3.15101e-06,0.0295735,-0.00243493,-0.0326168,-0.00104991,0.0117621,0.0202584,-0.170082
1.113,0.179312,0.109088,4.4613,-4.39859,0.114415,0.444735,0.398326,-0.123643,0.148054,0.114076,0.105899,0.0594912,4.28545,-4.40182,0.114003,0.395139,0.324912,-0.106572,0.128592,0.114332,-0.0300009,6.15004e-08,0.115158,0.00104419,-9.79052e-05,-2.50639e-05,0.999999,0.00053272,-3.08544e-06,0.0293062,-0.00368395,-0.0349599,-0.00105305,0.0121645,0.0199949,-0.267302
1.114,0.181474,0.110403,4.55099,-4.48269,0.114452,0.450097,0.403128,-0.12568,0.147384,0.114113,0.107175,0.0602084,4.36066,-4.48054,0.114025,0.399902,0.328829,-0.111193,0.13084,0.114353,-0.0300009,6.1478e-08,0.115186,0.0010421,-0.000116656,-2.56136e-05,0.999999,0.000543004,-3.03863e-06,0.0292267,-0.004184,-0.0375023,-0.0010598,0.0125531,0.0203275,-0.0795632
1.115,0.183638,0.111719,4.53623,-4.47982,0.114488,0.455464,0.407935,-0.125804,0.148504,0.11415,0.108453,0.0609263,4.36721,-4.50975,0.114046,0.404671,0.332751,-0.109639,0.130862,0.114374,-0.0300009,6.14552e-08,0.115214,0.0010394,-0.00013651,-2.61671e-05,0.999999,0.000552852,-2.9674e-06,0.0291526,-0.00538296,-0.0397087,-0.00106513,0.0125056,0.0203108,-0.0741506
1.116,0.185804,0.113037,4.46183,-4.42786,0.114525,0.460836,0.412747,-0.124858,0.150474,0.114188,0.109733,0.061645,4.34182,-4.49339,0.114068,0.409444,0.336675,-0.104867,0.129357,0.114394,-0.0300009,6.1432e-08,0.115241,0.0010354,-0.000157174,-2.67256e-05,0.999999,0.000562066,-2.82753e-06,0.028983,-0.00801368,-0.0413313,-0.00107291,0.0122446,0.0201037,-0.169617
1.117,0.187972,0.114356,4.50976,-4.47936,0.114562,0.466214,0.417563,-0.125422,0.151803,0.114227,0.111013,0.0623643,4.42345,-4.56035,0.114089,0.414222,0.340604,-0.106715,0.131673,0.114414,-0.0300009,6.14085e-08,0.115269,0.00103006,-0.000178537,-2.72899e-05,0.999999,0.00057165,-2.6631e-06,0.0289574,-0.0106807,-0.0427273,-0.00108262,0.0130773,0.020322,-0.0255959
1.118,0.190142,0.115676,4.47912,-4.46904,0.114598,0.471596,0.422384,-0.12527,0.154078,0.114265,0.112295,0.0630843,4.44579,-4.57379,0.11411,0.419004,0.344536,-0.103816,0.131654,0.114433,-0.0300009,6.13846e-08,0.115296,0.00102282,-0.000200347,-2.78598e-05,0.999999,0.000580938,-2.43633e-06,0.0289286,-0.0144719,-0.0436197,-0.00109234,0.0132063,0.020236,-0.0288717
1.119,0.192314,0.116998,4.38976,-4.40994,0.114634,0.476983,0.427209,-0.121664,0.146028,0.114304,0.113577,0.0638049,4.27137,-4.45527,0.114131,0.423791,0.348472,-0.106253,0.128745,0.114451,-0.0300009,6.13604e-08,0.115323,0.00101469,-0.000222965,-2.84318e-05,0.999999,0.00059106,-2.2966e-06,0.028648,-0.0162518,-0.0452391,-0.00109435,0.014371,0.0194792,-0.280636
1.12,0.194488,0.11832,4.45174,-4.47284,0.114671,0.482375,0.432038,-0.122858,0.1437,0.114344,0.114861,0.0645262,4.30874,-4.50736,0.114152,0.428581,0.352411,-0.11086,0.130366,0.114469,-0.0300009,6.13358e-08,0.11535,0.00100618,-0.000246519,-2.90071e-05,0.999999,0.000601217,-2.19383e-06,0.0284922,-0.0170268,-0.047109,-0.00109917,0.0149167,0.0195312,-0.155811
1.121,0.196664,0.119644,4.39463,-4.43594,0.114707,0.487772,0.436871,-0.122667,0.145873,0.114383,0.116146,0.065248,4.29898,-4.50678,0.114172,0.433376,0.356354,-0.106385,0.129252,0.114486,-0.0300009,6.1311e-08,0.115377,0.000996538,-0.00027072,-2.95867e-05,0.999999,0.000610348,-2.018e-06,0.0282753,-0.0192812,-0.0484045,-0.00110567,0.0143246,0.0192964,-0.216869
