time,phi_r,phi_l,trq_r,trq_l
10.411,1.5707963712063286,-0.5235971811051288,-0.24472774993684313,-4.636952141054136
10.412,1.57079637239168,-0.5235971823849397,-0.25177594861952607,-4.655496394331055
10.413,1.5707963735861388,-0.5235971835367383,-0.25623612390582295,-4.664432031639888
10.414,1.5707963747655047,-0.5235971846313152,-0.2582847366736304,-4.666762989678575
10.415,1.570796375921259,-0.5235971856859525,-0.25949802250960685,-4.6674478619353295
10.416,1.5707963770453965,-0.5235971867222045,-0.2597831910434056,-4.666122302142084
10.417,1.5707963781325542,-0.5235971877506769,-0.25951312831916445,-4.663761762205607
10.418,1.570796379184678,-0.5235971887693376,-0.2592135312829479,-4.6616799733469145
10.419,1.5707963802040015,-0.523597189770105,-0.25911011007719187,-4.660388282757624
10.42,1.5707963811894758,-0.5235971907591064,-0.2587646785869145,-4.658558745511186
10.421,1.5707963821424518,-0.5235971917331845,-0.25850410927953,-4.6571452225184
10.422,1.5707963827265414,-0.5235971848881885,-0.22444193290991915,-5.436103380131168
10.423,1.5707963850536029,-0.5235971896782416,-0.400485211371923,-4.293107840331672
10.424,1.5707963858905425,-0.5235971929424847,-0.2584575571799966,-4.431324972742112
10.425,1.570796386427398,-0.5235971950658245,-0.23094594798348478,-4.535637003949633
10.426,1.5707963869891097,-0.5235971964924664,-0.23505256170900873,-4.5989058373168
10.427,1.5707963876304079,-0.5235971974970752,-0.24471304408930378,-4.636886543618434
10.428,1.5707963883229763,-0.5235971982848255,-0.2517757638637281,-4.655502766160162
10.429,1.5707963890394416,-0.5235971989598784,-0.2562332365231831,-4.664423700681501
10.43,1.5707963897606285,-0.5235971995757662,-0.25885190161162314,-4.668310933251741
10.431,1.5707963904684632,-0.5235972001780214,-0.25966457940401055,-4.667839977522623
